;Proband;Block;Task;Trial;Date_Hold;Date_Start;Date_Terminated;Duration;Num_Layers;MappingMethod;Target_Layer
481735;8;1;7;0;2021-05-25T12:43:46.402Z;2021-05-25T12:43:26.901Z;2021-05-25T12:43:47.718Z;1.316;21; densening;20
484016;8;1;8;2;2021-05-25T12:45:59.738Z;2021-05-25T12:45:53.385Z;2021-05-25T12:46:00.163Z;0.42500000000000004;15; densening;4
484149;8;1;8;3;2021-05-25T12:46:07.035Z;2021-05-25T12:46:02.380Z;2021-05-25T12:46:07.431Z;0.396;15; densening;14
486059;8;1;10;0;2021-05-25T12:48:52.660Z;2021-05-25T12:48:31.054Z;2021-05-25T12:48:52.685Z;0.025;12; densening;9
486693;8;1;10;2;2021-05-25T12:49:22.919Z;2021-05-25T12:49:11.373Z;2021-05-25T12:49:23.564Z;0.645;12; densening;11
489029;8;1;12;2;2021-05-25T12:51:41.021Z;2021-05-25T12:51:39.342Z;2021-05-25T12:51:41.069Z;0.048;18; densening;5
489988;8;1;13;0;2021-05-25T12:52:36.493Z;2021-05-25T12:52:23.181Z;2021-05-25T12:52:36.649Z;0.156;12; densening;11
490378;8;1;13;2;2021-05-25T12:52:56.347Z;2021-05-25T12:52:50.309Z;2021-05-25T12:52:56.378Z;0.031000000000000003;12; densening;9
492682;8;1;15;0;2021-05-25T12:55:41.557Z;2021-05-25T12:55:18.866Z;2021-05-25T12:55:42.043Z;0.48600000000000004;6; densening;5
492871;8;1;15;1;2021-05-25T12:55:50.306Z;2021-05-25T12:55:43.496Z;2021-05-25T12:55:50.649Z;0.343;6; densening;4
492989;8;1;15;2;2021-05-25T12:55:56.943Z;2021-05-25T12:55:52.720Z;2021-05-25T12:55:57.164Z;0.221;6; densening;3
493734;8;1;16;1;2021-05-25T12:56:40.433Z;2021-05-25T12:56:33.531Z;2021-05-25T12:56:40.804Z;0.371;12; densening;11
495686;8;1;17;4;2021-05-25T12:58:18.312Z;2021-05-25T12:58:11.148Z;2021-05-25T12:58:19.136Z;0.8240000000000001;9; densening;1
496500;8;1;18;1;2021-05-25T12:58:56.634Z;2021-05-25T12:58:33.310Z;2021-05-25T12:58:56.664Z;0.030000000000000002;21; densening;20
496665;8;1;18;2;2021-05-25T12:59:04.992Z;2021-05-25T12:58:58.946Z;2021-05-25T12:59:05.050Z;0.058;21; densening;5
497278;8;1;18;4;2021-05-25T12:59:32.907Z;2021-05-25T12:59:22.224Z;2021-05-25T12:59:33.422Z;0.515;21; densening;11
508203;8;2;2;4;2021-05-25T13:07:00.396Z;2021-05-25T13:06:53.748Z;2021-05-25T13:07:00.429Z;0.033;12; direct;11
511123;8;2;4;3;2021-05-25T13:09:58.203Z;2021-05-25T13:09:53.221Z;2021-05-25T13:09:58.254Z;0.051000000000000004;15; direct;4
512094;8;2;5;2;2021-05-25T13:10:45.271Z;2021-05-25T13:10:41.308Z;2021-05-25T13:10:46.392Z;1.121;18; direct;5
512318;8;2;5;3;2021-05-25T13:10:56.058Z;2021-05-25T13:10:47.935Z;2021-05-25T13:10:56.185Z;0.127;18; direct;9
512980;8;2;6;2;2021-05-25T13:11:31.402Z;2021-05-25T13:11:27.371Z;2021-05-25T13:11:31.624Z;0.222;6; direct;2
513087;8;2;6;3;2021-05-25T13:11:37.834Z;2021-05-25T13:11:33.967Z;2021-05-25T13:11:38.022Z;0.188;6; direct;5
513528;8;2;7;0;2021-05-25T13:12:05.786Z;2021-05-25T13:11:57.153Z;2021-05-25T13:12:05.833Z;0.047;21; direct;20
514175;8;2;7;3;2021-05-25T13:12:35.678Z;2021-05-25T13:12:28.892Z;2021-05-25T13:12:36.029Z;0.35100000000000003;21; direct;1
514749;8;2;8;1;2021-05-25T13:13:16.421Z;2021-05-25T13:13:10.870Z;2021-05-25T13:13:16.427Z;0.006;9; direct;2
515877;8;2;9;2;2021-05-25T13:14:16.767Z;2021-05-25T13:14:09.202Z;2021-05-25T13:14:16.888Z;0.12100000000000001;18; direct;17
516789;8;2;10;2;2021-05-25T13:15:06.526Z;2021-05-25T13:15:02.714Z;2021-05-25T13:15:06.561Z;0.035;6; direct;5
516881;8;2;10;3;2021-05-25T13:15:13.169Z;2021-05-25T13:15:09.849Z;2021-05-25T13:15:13.202Z;0.033;6; direct;4
517155;8;2;10;4;2021-05-25T13:15:26.083Z;2021-05-25T13:15:15.999Z;2021-05-25T13:15:26.203Z;0.12000000000000001;6; direct;1
518783;8;2;11;3;2021-05-25T13:19:02.230Z;2021-05-25T13:18:44.697Z;2021-05-25T13:19:03.680Z;1.4500000000000002;21; direct;1
519054;8;2;11;4;2021-05-25T13:19:19.933Z;2021-05-25T13:19:09.852Z;2021-05-25T13:19:19.987Z;0.054000000000000006;21; direct;20
520518;8;2;12;4;2021-05-25T13:20:33.739Z;2021-05-25T13:20:22.058Z;2021-05-25T13:20:34.454Z;0.7150000000000001;15; direct;8
523511;8;2;14;0;2021-05-25T13:23:41.319Z;2021-05-25T13:23:03.058Z;2021-05-25T13:23:41.631Z;0.312;18; direct;5
524640;8;2;14;3;2021-05-25T13:24:35.401Z;2021-05-25T13:24:24.152Z;2021-05-25T13:24:35.771Z;0.37;18; direct;1
524979;8;2;14;4;2021-05-25T13:24:50.367Z;2021-05-25T13:24:37.711Z;2021-05-25T13:24:50.452Z;0.085;18; direct;9
526602;8;2;16;1;2021-05-25T13:27:34.012Z;2021-05-25T13:27:30.533Z;2021-05-25T13:27:34.089Z;0.077;9; direct;7
527940;8;2;17;2;2021-05-25T13:28:43.265Z;2021-05-25T13:28:34.132Z;2021-05-25T13:28:43.659Z;0.394;12; direct;11
528450;8;2;18;0;2021-05-25T13:29:18.958Z;2021-05-25T13:29:13.433Z;2021-05-25T13:29:19.172Z;0.21400000000000002;6; direct;5
530030;8;3;1;1;2021-05-25T13:34:40.710Z;2021-05-25T13:34:18.970Z;2021-05-25T13:34:40.716Z;0.006;9; widening;8
531081;8;3;2;1;2021-05-25T13:36:32.580Z;2021-05-25T13:36:28.221Z;2021-05-25T13:36:32.670Z;0.09000000000000001;9; widening;1
531468;8;3;2;3;2021-05-25T13:36:50.800Z;2021-05-25T13:36:45.193Z;2021-05-25T13:36:50.817Z;0.017;9; widening;2
531648;8;3;2;4;2021-05-25T13:36:57.543Z;2021-05-25T13:36:50.908Z;2021-05-25T13:36:57.705Z;0.162;9; widening;8
532672;8;3;3;3;2021-05-25T13:37:48.445Z;2021-05-25T13:37:41.649Z;2021-05-25T13:37:49.270Z;0.8250000000000001;15; widening;4
534162;8;3;4;1;2021-05-25T13:39:15.009Z;2021-05-25T13:39:08.551Z;2021-05-25T13:39:15.176Z;0.167;15; widening;1
534346;8;3;4;2;2021-05-25T13:39:24.137Z;2021-05-25T13:39:17.462Z;2021-05-25T13:39:24.540Z;0.403;15; widening;8
535425;8;3;5;0;2021-05-25T13:40:13.778Z;2021-05-25T13:39:53.181Z;2021-05-25T13:40:13.834Z;0.056;18; widening;5
535608;8;3;5;1;2021-05-25T13:40:22.748Z;2021-05-25T13:40:16.134Z;2021-05-25T13:40:23.064Z;0.316;18; widening;14
536203;8;3;5;3;2021-05-25T13:40:49.150Z;2021-05-25T13:40:35.225Z;2021-05-25T13:40:49.473Z;0.323;18; widening;1
536653;8;3;5;4;2021-05-25T13:41:07.600Z;2021-05-25T13:40:51.544Z;2021-05-25T13:41:08.565Z;0.9650000000000001;18; widening;9
538339;8;3;6;4;2021-05-25T13:42:28.522Z;2021-05-25T13:42:22.705Z;2021-05-25T13:42:29.799Z;1.2770000000000001;12; widening;6
538644;8;3;7;0;2021-05-25T13:42:52.389Z;2021-05-25T13:42:41.719Z;2021-05-25T13:42:53.227Z;0.8380000000000001;21; widening;1
540514;8;3;7;4;2021-05-25T13:44:14.258Z;2021-05-25T13:43:50.262Z;2021-05-25T13:44:14.356Z;0.098;21; widening;5
540925;8;3;8;1;2021-05-25T13:44:53.928Z;2021-05-25T13:44:49.277Z;2021-05-25T13:44:54.212Z;0.28400000000000003;12; widening;9
541939;8;3;8;4;2021-05-25T13:46:09.855Z;2021-05-25T13:46:00.681Z;2021-05-25T13:46:10.046Z;0.191;12; widening;1
542619;8;3;9;2;2021-05-25T13:46:42.275Z;2021-05-25T13:46:37.457Z;2021-05-25T13:46:42.284Z;0.009000000000000001;12; widening;11
542967;8;3;9;3;2021-05-25T13:46:57.288Z;2021-05-25T13:46:44.210Z;2021-05-25T13:46:57.463Z;0.17500000000000002;12; widening;9
543197;8;3;9;4;2021-05-25T13:47:08.607Z;2021-05-25T13:47:00.109Z;2021-05-25T13:47:08.839Z;0.232;12; widening;3
546405;8;3;10;4;2021-05-25T13:49:47.258Z;2021-05-25T13:49:43.471Z;2021-05-25T13:49:47.460Z;0.202;6; widening;5
547310;8;3;11;1;2021-05-25T13:50:34.560Z;2021-05-25T13:50:21.859Z;2021-05-25T13:50:34.896Z;0.336;21; widening;1
548675;8;3;12;2;2021-05-25T13:51:41.978Z;2021-05-25T13:51:36.716Z;2021-05-25T13:51:42.303Z;0.325;18; widening;5
549433;8;3;12;4;2021-05-25T13:52:14.182Z;2021-05-25T13:51:56.735Z;2021-05-25T13:52:15.371Z;1.189;18; widening;1
549771;8;3;13;1;2021-05-25T13:52:37.603Z;2021-05-25T13:52:33.735Z;2021-05-25T13:52:37.807Z;0.20400000000000001;9; widening;8
550200;8;3;13;3;2021-05-25T13:52:55.901Z;2021-05-25T13:52:49.468Z;2021-05-25T13:52:56.912Z;1.0110000000000001;9; widening;1
550384;8;3;13;4;2021-05-25T13:53:04.504Z;2021-05-25T13:52:58.545Z;2021-05-25T13:53:05.487Z;0.9830000000000001;9; widening;5
550640;8;3;14;1;2021-05-25T13:53:20.442Z;2021-05-25T13:53:16.594Z;2021-05-25T13:53:20.930Z;0.48800000000000004;6; widening;5
553583;8;3;15;3;2021-05-25T13:55:40.085Z;2021-05-25T13:55:30.659Z;2021-05-25T13:55:40.159Z;0.07400000000000001;21; widening;5
554246;8;3;15;4;2021-05-25T13:56:06.622Z;2021-05-25T13:55:42.011Z;2021-05-25T13:56:07.187Z;0.5650000000000001;21; widening;1
555278;8;3;16;3;2021-05-25T13:57:04.076Z;2021-05-25T13:56:56.400Z;2021-05-25T13:57:04.615Z;0.539;15; widening;1
555527;8;3;16;4;2021-05-25T13:57:43.852Z;2021-05-25T13:57:34.634Z;2021-05-25T13:57:43.999Z;0.14700000000000002;15; widening;11
556120;8;3;17;2;2021-05-25T13:58:14.867Z;2021-05-25T13:58:10.867Z;2021-05-25T13:58:15.328Z;0.461;6; widening;5
556466;8;3;17;4;2021-05-25T13:58:31.488Z;2021-05-25T13:58:27.788Z;2021-05-25T13:58:31.550Z;0.062000000000000006;6; widening;4
556717;8;3;18;0;2021-05-25T13:58:46.587Z;2021-05-25T13:58:38.016Z;2021-05-25T13:58:47.473Z;0.886;18; widening;17
557058;8;3;18;1;2021-05-25T13:59:02.363Z;2021-05-25T13:58:49.655Z;2021-05-25T13:59:02.545Z;0.18200000000000002;18; widening;5
557356;8;3;18;2;2021-05-25T13:59:15.265Z;2021-05-25T13:59:04.513Z;2021-05-25T13:59:15.832Z;0.5670000000000001;18; widening;9
557572;8;3;18;3;2021-05-25T13:59:25.938Z;2021-05-25T13:59:18.403Z;2021-05-25T13:59:26.595Z;0.657;18; widening;1
557832;8;3;18;4;2021-05-25T13:59:38.259Z;2021-05-25T13:59:28.681Z;2021-05-25T13:59:38.440Z;0.18100000000000002;18; widening;14
558591;9;1;1;1;2021-05-25T14:39:05.743Z;2021-05-25T14:38:48.438Z;2021-05-25T14:39:06.707Z;0.9640000000000001;12; widening;1
559380;9;1;1;4;2021-05-25T14:39:51.596Z;2021-05-25T14:39:43.457Z;2021-05-25T14:39:51.653Z;0.057;12; widening;11
560258;9;1;2;2;2021-05-25T14:40:42.568Z;2021-05-25T14:40:28.138Z;2021-05-25T14:40:42.641Z;0.07300000000000001;18; widening;1
561150;9;1;2;3;2021-05-25T14:41:19.712Z;2021-05-25T14:40:46.605Z;2021-05-25T14:41:19.981Z;0.269;18; widening;17
561545;9;1;3;0;2021-05-25T14:41:53.981Z;2021-05-25T14:41:46.052Z;2021-05-25T14:41:54.049Z;0.068;9; widening;8
561898;9;1;3;2;2021-05-25T14:42:14.709Z;2021-05-25T14:42:10.134Z;2021-05-25T14:42:14.812Z;0.10300000000000001;9; widening;5
561969;9;1;3;3;2021-05-25T14:42:19.367Z;2021-05-25T14:42:16.784Z;2021-05-25T14:42:19.384Z;0.017;9; widening;1
562099;9;1;3;4;2021-05-25T14:42:26.437Z;2021-05-25T14:42:22.020Z;2021-05-25T14:42:26.726Z;0.28900000000000003;9; widening;2
562276;9;1;4;0;2021-05-25T14:42:42.790Z;2021-05-25T14:42:36.386Z;2021-05-25T14:42:42.804Z;0.014;15; widening;8
563460;9;1;4;2;2021-05-25T14:43:33.633Z;2021-05-25T14:43:26.442Z;2021-05-25T14:43:33.685Z;0.052000000000000005;15; widening;14
564637;9;1;5;2;2021-05-25T14:44:36.836Z;2021-05-25T14:44:29.236Z;2021-05-25T14:44:37.338Z;0.502;15; widening;1
565003;9;1;5;3;2021-05-25T14:44:52.470Z;2021-05-25T14:44:39.831Z;2021-05-25T14:44:53.419Z;0.9490000000000001;15; widening;14
565244;9;1;5;4;2021-05-25T14:45:04.338Z;2021-05-25T14:44:55.405Z;2021-05-25T14:45:04.349Z;0.011000000000000001;15; widening;8
565770;9;1;6;2;2021-05-25T14:45:38.953Z;2021-05-25T14:45:34.146Z;2021-05-25T14:45:39.174Z;0.221;6; widening;5
568354;9;1;9;0;2021-05-25T14:47:56.251Z;2021-05-25T14:47:51.114Z;2021-05-25T14:47:57.059Z;0.808;6; widening;2
569021;9;1;9;4;2021-05-25T14:48:29.257Z;2021-05-25T14:48:24.796Z;2021-05-25T14:48:30.080Z;0.8230000000000001;6; widening;5
569178;9;1;10;0;2021-05-25T14:48:39.996Z;2021-05-25T14:48:34.260Z;2021-05-25T14:48:40.091Z;0.095;18; widening;14
570444;9;1;10;2;2021-05-25T14:49:32.654Z;2021-05-25T14:49:26.004Z;2021-05-25T14:49:33.601Z;0.9470000000000001;18; widening;5
570822;9;1;10;3;2021-05-25T14:49:49.784Z;2021-05-25T14:49:36.039Z;2021-05-25T14:49:49.986Z;0.202;18; widening;1
571406;9;1;11;1;2021-05-25T14:50:20.086Z;2021-05-25T14:50:14.506Z;2021-05-25T14:50:20.360Z;0.274;12; widening;11
572712;9;1;12;2;2021-05-25T14:51:23.533Z;2021-05-25T14:51:16.430Z;2021-05-25T14:51:24.128Z;0.5950000000000001;9; widening;1
573166;9;1;12;4;2021-05-25T14:51:42.528Z;2021-05-25T14:51:36.053Z;2021-05-25T14:51:42.646Z;0.11800000000000001;9; widening;8
573704;9;1;13;0;2021-05-25T14:52:07.183Z;2021-05-25T14:51:47.863Z;2021-05-25T14:52:08.155Z;0.9720000000000001;21; widening;1
574152;9;1;13;1;2021-05-25T14:52:27.124Z;2021-05-25T14:52:10.206Z;2021-05-25T14:52:27.199Z;0.07500000000000001;21; widening;20
574342;9;1;13;2;2021-05-25T14:52:35.846Z;2021-05-25T14:52:29.327Z;2021-05-25T14:52:36.296Z;0.45;21; widening;5
575126;9;1;14;0;2021-05-25T14:53:15.093Z;2021-05-25T14:53:07.100Z;2021-05-25T14:53:15.162Z;0.069;21; widening;16
575853;9;1;14;2;2021-05-25T14:53:45.615Z;2021-05-25T14:53:28.009Z;2021-05-25T14:53:45.865Z;0.25;21; widening;20
576364;9;1;14;3;2021-05-25T14:54:07.385Z;2021-05-25T14:53:48.340Z;2021-05-25T14:54:07.589Z;0.20400000000000001;21; widening;1
577959;9;1;15;3;2021-05-25T14:55:19.885Z;2021-05-25T14:55:11.853Z;2021-05-25T14:55:20.223Z;0.338;21; widening;1
578110;9;1;15;4;2021-05-25T14:55:27.080Z;2021-05-25T14:55:22.046Z;2021-05-25T14:55:27.497Z;0.41700000000000004;21; widening;20
579123;9;1;16;2;2021-05-25T14:56:14.120Z;2021-05-25T14:55:55.248Z;2021-05-25T14:56:14.479Z;0.35900000000000004;18; widening;1
579608;9;1;16;4;2021-05-25T14:56:35.830Z;2021-05-25T14:56:26.321Z;2021-05-25T14:56:35.923Z;0.093;18; widening;17
580462;9;1;17;2;2021-05-25T14:57:15.862Z;2021-05-25T14:57:11.837Z;2021-05-25T14:57:15.969Z;0.10700000000000001;12; widening;3
583162;9;2;1;0;2021-05-25T15:03:49.212Z;2021-05-25T15:03:23.280Z;2021-05-25T15:03:49.254Z;0.042;9; densening;8
583892;9;2;1;3;2021-05-25T15:04:23.130Z;2021-05-25T15:04:18.362Z;2021-05-25T15:04:23.140Z;0.01;9; densening;1
584500;9;2;2;1;2021-05-25T15:04:55.703Z;2021-05-25T15:04:52.157Z;2021-05-25T15:04:57.008Z;1.3050000000000002;15; densening;1
589655;9;2;5;1;2021-05-25T15:09:25.686Z;2021-05-25T15:09:16.517Z;2021-05-25T15:09:26.642Z;0.9560000000000001;18; densening;14
591817;9;2;6;3;2021-05-25T15:11:04.059Z;2021-05-25T15:10:46.660Z;2021-05-25T15:11:04.070Z;0.011000000000000001;9; densening;8
596088;9;2;10;0;2021-05-25T15:14:52.308Z;2021-05-25T15:14:44.392Z;2021-05-25T15:14:52.785Z;0.47700000000000004;12; densening;11
597076;9;2;11;0;2021-05-25T15:15:40.263Z;2021-05-25T15:15:32.020Z;2021-05-25T15:15:40.331Z;0.068;21; densening;16
598272;9;2;11;3;2021-05-25T15:16:30.495Z;2021-05-25T15:16:09.365Z;2021-05-25T15:16:31.145Z;0.65;21; densening;20
600499;9;2;13;1;2021-05-25T15:18:18.223Z;2021-05-25T15:18:08.930Z;2021-05-25T15:18:18.472Z;0.24900000000000003;18; densening;9
600990;9;2;13;2;2021-05-25T15:18:37.825Z;2021-05-25T15:18:20.290Z;2021-05-25T15:18:38.582Z;0.757;18; densening;14
601771;9;2;14;0;2021-05-25T15:19:18.982Z;2021-05-25T15:19:13.652Z;2021-05-25T15:19:19.092Z;0.11;6; densening;3
608153;9;3;1;1;2021-05-25T15:26:53.671Z;2021-05-25T15:26:48.846Z;2021-05-25T15:26:54.151Z;0.48000000000000004;6; direct;4
613829;9;3;6;0;2021-05-25T15:31:54.671Z;2021-05-25T15:31:50.701Z;2021-05-25T15:31:54.712Z;0.041;9; direct;1
615972;9;3;8;0;2021-05-25T15:33:34.232Z;2021-05-25T15:33:24.101Z;2021-05-25T15:33:34.785Z;0.553;15; direct;14
620718;9;3;12;0;2021-05-25T15:37:15.926Z;2021-05-25T15:37:07.936Z;2021-05-25T15:37:15.946Z;0.02;21; direct;20
621118;9;3;12;2;2021-05-25T15:37:33.807Z;2021-05-25T15:37:27.840Z;2021-05-25T15:37:34.946Z;1.139;21; direct;1
628046;9;3;18;3;2021-05-25T15:42:59.049Z;2021-05-25T15:42:52.426Z;2021-05-25T15:43:00.256Z;1.207;18; direct;9
629482;10;1;1;3;2021-05-27T09:33:19.547Z;2021-05-27T09:33:00.538Z;2021-05-27T09:33:20.587Z;1.04;15; densening;1
629792;10;1;2;0;2021-05-27T09:33:45.414Z;2021-05-27T09:33:41.244Z;2021-05-27T09:33:45.917Z;0.503;12; densening;1
630727;10;1;2;3;2021-05-27T09:34:29.733Z;2021-05-27T09:34:18.847Z;2021-05-27T09:34:30.349Z;0.616;12; densening;11
630913;10;1;2;4;2021-05-27T09:34:39.014Z;2021-05-27T09:34:32.094Z;2021-05-27T09:34:39.084Z;0.07;12; densening;3
631132;10;1;3;1;2021-05-27T09:34:57.556Z;2021-05-27T09:34:54.728Z;2021-05-27T09:34:58.194Z;0.638;9; densening;7
631628;10;1;4;0;2021-05-27T09:35:25.008Z;2021-05-27T09:35:22.679Z;2021-05-27T09:35:25.241Z;0.233;6; densening;4
631822;10;1;4;1;2021-05-27T09:35:33.436Z;2021-05-27T09:35:26.730Z;2021-05-27T09:35:33.904Z;0.468;6; densening;5
632427;10;1;5;1;2021-05-27T09:36:04.843Z;2021-05-27T09:36:02.019Z;2021-05-27T09:36:04.978Z;0.135;12; densening;11
632502;10;1;5;2;2021-05-27T09:36:08.367Z;2021-05-27T09:36:06.101Z;2021-05-27T09:36:08.863Z;0.49600000000000005;12; densening;9
632747;10;1;5;3;2021-05-27T09:36:18.471Z;2021-05-27T09:36:09.980Z;2021-05-27T09:36:19.120Z;0.649;12; densening;6
632866;10;1;5;4;2021-05-27T09:36:24.282Z;2021-05-27T09:36:20.611Z;2021-05-27T09:36:24.943Z;0.661;12; densening;1
633134;10;1;6;1;2021-05-27T09:36:38.786Z;2021-05-27T09:36:34.553Z;2021-05-27T09:36:39.093Z;0.307;18; densening;17
633291;10;1;6;2;2021-05-27T09:36:47.125Z;2021-05-27T09:36:41.169Z;2021-05-27T09:36:47.153Z;0.028;18; densening;9
634064;10;1;6;4;2021-05-27T09:37:19.786Z;2021-05-27T09:37:05.956Z;2021-05-27T09:37:19.899Z;0.113;18; densening;5
634298;10;1;7;1;2021-05-27T09:37:38.464Z;2021-05-27T09:37:35.812Z;2021-05-27T09:37:38.487Z;0.023000000000000003;6; densening;3
634395;10;1;7;2;2021-05-27T09:37:42.888Z;2021-05-27T09:37:40.018Z;2021-05-27T09:37:43.554Z;0.666;6; densening;5
635070;10;1;8;0;2021-05-27T09:38:21.196Z;2021-05-27T09:38:07.805Z;2021-05-27T09:38:21.271Z;0.07500000000000001;9; densening;8
635541;10;1;8;3;2021-05-27T09:38:46.456Z;2021-05-27T09:38:42.506Z;2021-05-27T09:38:46.632Z;0.17600000000000002;9; densening;7
635697;10;1;8;4;2021-05-27T09:38:53.758Z;2021-05-27T09:38:48.214Z;2021-05-27T09:38:53.904Z;0.14600000000000002;9; densening;1
635946;10;1;9;0;2021-05-27T09:39:06.064Z;2021-05-27T09:38:57.251Z;2021-05-27T09:39:06.555Z;0.49100000000000005;15; densening;11
636527;10;1;9;2;2021-05-27T09:39:30.450Z;2021-05-27T09:39:17.392Z;2021-05-27T09:39:30.770Z;0.32;15; densening;8
637466;10;1;10;1;2021-05-27T09:40:14.045Z;2021-05-27T09:40:04.937Z;2021-05-27T09:40:14.212Z;0.167;12; densening;11
637833;10;1;10;2;2021-05-27T09:40:28.541Z;2021-05-27T09:40:15.397Z;2021-05-27T09:40:29.450Z;0.909;12; densening;9
638087;10;1;10;3;2021-05-27T09:40:39.705Z;2021-05-27T09:40:30.446Z;2021-05-27T09:40:40.208Z;0.503;12; densening;6
638221;10;1;10;4;2021-05-27T09:40:46.821Z;2021-05-27T09:40:41.783Z;2021-05-27T09:40:46.886Z;0.065;12; densening;3
639105;10;1;11;3;2021-05-27T09:42:20.029Z;2021-05-27T09:42:15.794Z;2021-05-27T09:42:20.387Z;0.35800000000000004;18; densening;1
639379;10;1;11;4;2021-05-27T09:42:32.177Z;2021-05-27T09:42:22.207Z;2021-05-27T09:42:32.426Z;0.24900000000000003;18; densening;14
639635;10;1;12;0;2021-05-27T09:43:04.148Z;2021-05-27T09:42:54.906Z;2021-05-27T09:43:04.768Z;0.62;21; densening;1
640937;10;1;12;3;2021-05-27T09:43:59.661Z;2021-05-27T09:43:53.952Z;2021-05-27T09:43:59.913Z;0.252;21; densening;5
641504;10;1;13;0;2021-05-27T09:44:30.096Z;2021-05-27T09:44:18.495Z;2021-05-27T09:44:30.169Z;0.07300000000000001;21; densening;16
641971;10;1;13;2;2021-05-27T09:44:50.171Z;2021-05-27T09:44:39.651Z;2021-05-27T09:44:50.312Z;0.14100000000000001;21; densening;20
642774;10;1;14;1;2021-05-27T09:45:28.851Z;2021-05-27T09:45:25.922Z;2021-05-27T09:45:29.280Z;0.42900000000000005;9; densening;8
643198;10;1;14;4;2021-05-27T09:45:47.913Z;2021-05-27T09:45:45.055Z;2021-05-27T09:45:49.079Z;1.1660000000000001;9; densening;5
643539;10;1;15;0;2021-05-27T09:46:06.270Z;2021-05-27T09:45:53.777Z;2021-05-27T09:46:06.398Z;0.128;18; densening;9
644377;10;1;15;4;2021-05-27T09:46:45.977Z;2021-05-27T09:46:43.013Z;2021-05-27T09:46:46.290Z;0.313;18; densening;17
644445;10;1;16;0;2021-05-27T09:46:52.595Z;2021-05-27T09:46:50.273Z;2021-05-27T09:46:52.775Z;0.18000000000000002;6; densening;5
644698;10;1;16;1;2021-05-27T09:47:03.906Z;2021-05-27T09:46:54.189Z;2021-05-27T09:47:03.978Z;0.07200000000000001;6; densening;1
644767;10;1;16;2;2021-05-27T09:47:08.527Z;2021-05-27T09:47:06.216Z;2021-05-27T09:47:08.813Z;0.28600000000000003;6; densening;2
644885;10;1;16;3;2021-05-27T09:47:14.306Z;2021-05-27T09:47:10.349Z;2021-05-27T09:47:14.762Z;0.456;6; densening;3
645035;10;1;16;4;2021-05-27T09:47:21.593Z;2021-05-27T09:47:16.044Z;2021-05-27T09:47:21.650Z;0.057;6; densening;4
645378;10;1;17;1;2021-05-27T09:47:38.607Z;2021-05-27T09:47:33.118Z;2021-05-27T09:47:38.740Z;0.133;15; densening;14
645870;10;1;17;4;2021-05-27T09:48:03.255Z;2021-05-27T09:47:59.140Z;2021-05-27T09:48:03.410Z;0.155;15; densening;11
655153;10;2;1;3;2021-05-27T09:54:25.286Z;2021-05-27T09:54:22.337Z;2021-05-27T09:54:25.615Z;0.329;9; direct;7
655299;10;2;1;4;2021-05-27T09:54:31.982Z;2021-05-27T09:54:27.225Z;2021-05-27T09:54:32.676Z;0.6940000000000001;9; direct;1
655406;10;2;2;0;2021-05-27T09:54:39.060Z;2021-05-27T09:54:35.988Z;2021-05-27T09:54:39.828Z;0.768;12; direct;6
655726;10;2;2;2;2021-05-27T09:54:55.072Z;2021-05-27T09:54:50.536Z;2021-05-27T09:54:55.597Z;0.525;12; direct;3
655927;10;2;2;3;2021-05-27T09:55:03.660Z;2021-05-27T09:54:56.566Z;2021-05-27T09:55:04.130Z;0.47000000000000003;12; direct;11
656042;10;2;2;4;2021-05-27T09:55:10.572Z;2021-05-27T09:55:06.343Z;2021-05-27T09:55:10.698Z;0.126;12; direct;9
656108;10;2;3;0;2021-05-27T09:55:18.234Z;2021-05-27T09:55:16.115Z;2021-05-27T09:55:18.550Z;0.316;6; direct;1
656184;10;2;3;1;2021-05-27T09:55:22.396Z;2021-05-27T09:55:19.912Z;2021-05-27T09:55:22.716Z;0.32;6; direct;5
656277;10;2;3;2;2021-05-27T09:55:27.827Z;2021-05-27T09:55:25.011Z;2021-05-27T09:55:28.497Z;0.67;6; direct;4
656490;10;2;3;4;2021-05-27T09:55:39.117Z;2021-05-27T09:55:36.441Z;2021-05-27T09:55:39.479Z;0.36200000000000004;6; direct;3
656922;10;2;4;2;2021-05-27T09:56:05.499Z;2021-05-27T09:55:58.479Z;2021-05-27T09:56:05.670Z;0.171;18; direct;1
657071;10;2;4;3;2021-05-27T09:56:12.729Z;2021-05-27T09:56:07.097Z;2021-05-27T09:56:12.758Z;0.029;18; direct;9
657314;10;2;4;4;2021-05-27T09:56:23.012Z;2021-05-27T09:56:14.357Z;2021-05-27T09:56:23.497Z;0.48500000000000004;18; direct;17
657675;10;2;5;1;2021-05-27T09:56:42.902Z;2021-05-27T09:56:36.743Z;2021-05-27T09:56:43.576Z;0.674;21; direct;5
657826;10;2;5;2;2021-05-27T09:56:50.243Z;2021-05-27T09:56:44.643Z;2021-05-27T09:56:50.276Z;0.033;21; direct;1
658007;10;2;5;3;2021-05-27T09:56:58.014Z;2021-05-27T09:56:51.405Z;2021-05-27T09:56:58.050Z;0.036000000000000004;21; direct;20
658288;10;2;6;0;2021-05-27T09:57:13.391Z;2021-05-27T09:57:10.469Z;2021-05-27T09:57:14.157Z;0.766;21; direct;16
