;Proband;Block;Task;Trial;Date_Hold;Date_Start;Date_Terminated;Duration;Num_Layers;MappingMethod;Target_Layer
696265;11;1;3;4;2021-05-31T07:24:54.770Z;2021-05-31T07:24:50.607Z;2021-05-31T07:24:54.925Z;0.155;6; widening;5
696605;11;1;4;1;2021-05-31T07:25:15.354Z;2021-05-31T07:25:08.369Z;2021-05-31T07:25:15.392Z;0.038;9; widening;7
696741;11;1;4;2;2021-05-31T07:25:22.271Z;2021-05-31T07:25:17.290Z;2021-05-31T07:25:22.402Z;0.131;9; widening;8
696854;11;1;4;3;2021-05-31T07:25:28.234Z;2021-05-31T07:25:24.064Z;2021-05-31T07:25:28.341Z;0.10700000000000001;9; widening;5
696988;11;1;4;4;2021-05-31T07:25:34.423Z;2021-05-31T07:25:29.815Z;2021-05-31T07:25:34.873Z;0.45;9; widening;1
697293;11;1;5;0;2021-05-31T07:25:51.650Z;2021-05-31T07:25:40.647Z;2021-05-31T07:25:52.170Z;0.52;21; widening;20
697683;11;1;5;2;2021-05-31T07:26:11.175Z;2021-05-31T07:26:04.933Z;2021-05-31T07:26:11.591Z;0.41600000000000004;21; widening;5
698717;11;1;6;1;2021-05-31T07:27:07.527Z;2021-05-31T07:27:00.002Z;2021-05-31T07:27:08.138Z;0.611;21; widening;16
698921;11;1;6;2;2021-05-31T07:27:18.890Z;2021-05-31T07:27:11.353Z;2021-05-31T07:27:18.947Z;0.057;21; widening;20
699627;11;1;6;4;2021-05-31T07:27:49.464Z;2021-05-31T07:27:30.687Z;2021-05-31T07:27:49.992Z;0.528;21; widening;1
700039;11;1;7;1;2021-05-31T07:28:15.202Z;2021-05-31T07:28:09.098Z;2021-05-31T07:28:15.353Z;0.15100000000000002;12; widening;11
700154;11;1;7;2;2021-05-31T07:28:21.022Z;2021-05-31T07:28:16.836Z;2021-05-31T07:28:21.088Z;0.066;12; widening;9
700486;11;1;7;4;2021-05-31T07:28:36.861Z;2021-05-31T07:28:31.412Z;2021-05-31T07:28:37.273Z;0.41200000000000003;12; widening;1
700611;11;1;8;0;2021-05-31T07:28:46.909Z;2021-05-31T07:28:42.317Z;2021-05-31T07:28:46.951Z;0.042;15; widening;8
700770;11;1;8;1;2021-05-31T07:28:56.779Z;2021-05-31T07:28:50.835Z;2021-05-31T07:28:57.006Z;0.227;15; widening;11
700996;11;1;8;2;2021-05-31T07:29:06.333Z;2021-05-31T07:28:58.430Z;2021-05-31T07:29:06.863Z;0.53;15; widening;14
701357;11;1;8;3;2021-05-31T07:29:21.329Z;2021-05-31T07:29:08.467Z;2021-05-31T07:29:22.227Z;0.898;15; widening;1
701897;11;1;9;1;2021-05-31T07:29:50.538Z;2021-05-31T07:29:46.162Z;2021-05-31T07:29:50.683Z;0.14500000000000002;6; widening;3
702111;11;1;9;2;2021-05-31T07:29:59.919Z;2021-05-31T07:29:52.102Z;2021-05-31T07:30:00.116Z;0.197;6; widening;5
702399;11;1;9;4;2021-05-31T07:30:13.415Z;2021-05-31T07:30:08.377Z;2021-05-31T07:30:14.556Z;1.141;6; widening;4
703117;11;1;10;2;2021-05-31T07:30:49.959Z;2021-05-31T07:30:40.857Z;2021-05-31T07:30:50.170Z;0.21100000000000002;18; widening;1
704178;11;1;11;2;2021-05-31T07:31:47.314Z;2021-05-31T07:31:42.634Z;2021-05-31T07:31:47.476Z;0.162;9; widening;8
704314;11;1;11;3;2021-05-31T07:31:53.778Z;2021-05-31T07:31:49.079Z;2021-05-31T07:31:54.103Z;0.325;9; widening;7
704435;11;1;11;4;2021-05-31T07:31:58.812Z;2021-05-31T07:31:55.526Z;2021-05-31T07:32:00.011Z;1.199;9; widening;1
704550;11;1;12;0;2021-05-31T07:32:08.693Z;2021-05-31T07:32:04.732Z;2021-05-31T07:32:09.001Z;0.308;12; widening;9
705233;11;1;12;2;2021-05-31T07:32:39.243Z;2021-05-31T07:32:23.371Z;2021-05-31T07:32:39.794Z;0.551;12; widening;11
705835;11;1;13;0;2021-05-31T07:33:11.852Z;2021-05-31T07:33:07.097Z;2021-05-31T07:33:12.012Z;0.16;9; widening;5
706286;11;1;13;3;2021-05-31T07:33:47.824Z;2021-05-31T07:33:42.321Z;2021-05-31T07:33:47.880Z;0.056;9; widening;8
706415;11;1;13;4;2021-05-31T07:33:53.926Z;2021-05-31T07:33:49.558Z;2021-05-31T07:33:54.496Z;0.5700000000000001;9; widening;7
706610;11;1;14;0;2021-05-31T07:34:07.299Z;2021-05-31T07:34:01.158Z;2021-05-31T07:34:08.447Z;1.1480000000000001;12; widening;11
706978;11;1;14;2;2021-05-31T07:34:25.896Z;2021-05-31T07:34:21.124Z;2021-05-31T07:34:26.028Z;0.132;12; widening;1
707200;11;1;14;3;2021-05-31T07:34:36.168Z;2021-05-31T07:34:27.599Z;2021-05-31T07:34:36.280Z;0.112;12; widening;9
707377;11;1;14;4;2021-05-31T07:34:43.992Z;2021-05-31T07:34:38.571Z;2021-05-31T07:34:45.260Z;1.268;12; widening;3
707832;11;1;15;1;2021-05-31T07:35:10.642Z;2021-05-31T07:35:02.953Z;2021-05-31T07:35:10.656Z;0.014;15; widening;14
707980;11;1;15;2;2021-05-31T07:35:17.695Z;2021-05-31T07:35:12.388Z;2021-05-31T07:35:18.143Z;0.448;15; widening;8
708088;11;1;15;3;2021-05-31T07:35:23.475Z;2021-05-31T07:35:19.837Z;2021-05-31T07:35:23.913Z;0.438;15; widening;4
708239;11;1;15;4;2021-05-31T07:35:30.661Z;2021-05-31T07:35:25.192Z;2021-05-31T07:35:30.921Z;0.26;15; widening;1
708799;11;1;16;2;2021-05-31T07:36:09.091Z;2021-05-31T07:36:04.492Z;2021-05-31T07:36:10.125Z;1.034;18; widening;1
709471;11;1;17;0;2021-05-31T07:36:48.823Z;2021-05-31T07:36:41.291Z;2021-05-31T07:36:49.225Z;0.402;15; widening;1
709831;11;1;17;2;2021-05-31T07:37:06.616Z;2021-05-31T07:37:03.601Z;2021-05-31T07:37:07.204Z;0.5880000000000001;15; widening;4
710400;11;1;18;0;2021-05-31T07:37:37.641Z;2021-05-31T07:37:34.370Z;2021-05-31T07:37:37.656Z;0.015000000000000001;6; widening;3
710640;11;1;18;2;2021-05-31T07:37:49.302Z;2021-05-31T07:37:45.922Z;2021-05-31T07:37:49.615Z;0.313;6; widening;5
710989;11;1;18;4;2021-05-31T07:38:04.814Z;2021-05-31T07:38:00.938Z;2021-05-31T07:38:05.518Z;0.7040000000000001;6; widening;4
717461;11;2;1;1;2021-05-31T07:42:15.314Z;2021-05-31T07:42:12.210Z;2021-05-31T07:42:16.463Z;1.149;18; densening;17
717558;11;2;1;2;2021-05-31T07:42:21.828Z;2021-05-31T07:42:18.305Z;2021-05-31T07:42:21.909Z;0.081;18; densening;5
718580;11;2;2;1;2021-05-31T07:43:09.112Z;2021-05-31T07:43:06.501Z;2021-05-31T07:43:09.248Z;0.136;15; densening;14
718758;11;2;2;2;2021-05-31T07:43:18.002Z;2021-05-31T07:43:11.715Z;2021-05-31T07:43:18.274Z;0.272;15; densening;8
718860;11;2;2;3;2021-05-31T07:43:22.292Z;2021-05-31T07:43:19.504Z;2021-05-31T07:43:23.229Z;0.937;15; densening;11
720889;11;2;4;0;2021-05-31T07:44:56.820Z;2021-05-31T07:44:45.533Z;2021-05-31T07:44:57.925Z;1.105;18; densening;17
721152;11;2;4;1;2021-05-31T07:45:09.130Z;2021-05-31T07:44:59.721Z;2021-05-31T07:45:09.627Z;0.49700000000000005;18; densening;14
721392;11;2;4;2;2021-05-31T07:45:20.125Z;2021-05-31T07:45:11.251Z;2021-05-31T07:45:20.535Z;0.41000000000000003;18; densening;9
721537;11;2;4;3;2021-05-31T07:45:27.682Z;2021-05-31T07:45:22.427Z;2021-05-31T07:45:27.907Z;0.225;18; densening;5
721802;11;2;5;0;2021-05-31T07:45:45.118Z;2021-05-31T07:45:40.743Z;2021-05-31T07:45:46.229Z;1.111;6; densening;3
722125;11;2;5;1;2021-05-31T07:45:59.593Z;2021-05-31T07:45:48.547Z;2021-05-31T07:46:00.672Z;1.079;6; densening;4
722322;11;2;5;2;2021-05-31T07:46:09.483Z;2021-05-31T07:46:03.190Z;2021-05-31T07:46:10.534Z;1.0510000000000002;6; densening;5
722715;11;2;5;4;2021-05-31T07:46:30.191Z;2021-05-31T07:46:25.870Z;2021-05-31T07:46:31.198Z;1.0070000000000001;6; densening;2
722864;11;2;6;0;2021-05-31T07:46:42.972Z;2021-05-31T07:46:38.558Z;2021-05-31T07:46:44.031Z;1.0590000000000002;12; densening;3
722980;11;2;6;1;2021-05-31T07:46:49.538Z;2021-05-31T07:46:45.305Z;2021-05-31T07:46:49.594Z;0.056;12; densening;6
723142;11;2;6;2;2021-05-31T07:46:57.223Z;2021-05-31T07:46:51.236Z;2021-05-31T07:46:57.268Z;0.045000000000000005;12; densening;11
723439;11;2;6;4;2021-05-31T07:47:12.871Z;2021-05-31T07:47:08.743Z;2021-05-31T07:47:13.004Z;0.133;12; densening;9
723703;11;2;7;0;2021-05-31T07:47:26.554Z;2021-05-31T07:47:17.839Z;2021-05-31T07:47:27.512Z;0.9580000000000001;6; densening;5
723876;11;2;7;1;2021-05-31T07:47:36.048Z;2021-05-31T07:47:29.986Z;2021-05-31T07:47:36.451Z;0.403;6; densening;2
724014;11;2;7;2;2021-05-31T07:47:42.423Z;2021-05-31T07:47:37.898Z;2021-05-31T07:47:43.030Z;0.607;6; densening;3
724220;11;2;7;3;2021-05-31T07:47:52.098Z;2021-05-31T07:47:45.350Z;2021-05-31T07:47:53.094Z;0.9960000000000001;6; densening;4
725589;11;2;8;3;2021-05-31T07:48:55.679Z;2021-05-31T07:48:49.638Z;2021-05-31T07:48:56.638Z;0.9590000000000001;18; densening;5
726205;11;2;9;1;2021-05-31T07:49:25.024Z;2021-05-31T07:49:20.736Z;2021-05-31T07:49:26.107Z;1.083;15; densening;1
726310;11;2;9;2;2021-05-31T07:49:30.347Z;2021-05-31T07:49:27.375Z;2021-05-31T07:49:31.202Z;0.8550000000000001;15; densening;4
726574;11;2;9;3;2021-05-31T07:49:42.474Z;2021-05-31T07:49:32.655Z;2021-05-31T07:49:42.496Z;0.022000000000000002;15; densening;14
726830;11;2;9;4;2021-05-31T07:49:53.115Z;2021-05-31T07:49:44.712Z;2021-05-31T07:49:54.274Z;1.159;15; densening;8
727068;11;2;10;0;2021-05-31T07:50:06.348Z;2021-05-31T07:49:58.584Z;2021-05-31T07:50:07.259Z;0.911;21; densening;11
727512;11;2;10;1;2021-05-31T07:50:24.884Z;2021-05-31T07:50:07.933Z;2021-05-31T07:50:24.936Z;0.052000000000000005;21; densening;20
727772;11;2;10;2;2021-05-31T07:50:35.373Z;2021-05-31T07:50:26.617Z;2021-05-31T07:50:36.329Z;0.9560000000000001;21; densening;16
728102;11;2;10;4;2021-05-31T07:50:52.896Z;2021-05-31T07:50:49.234Z;2021-05-31T07:50:53.119Z;0.223;21; densening;5
728269;11;2;11;0;2021-05-31T07:51:02.835Z;2021-05-31T07:50:57.529Z;2021-05-31T07:51:03.896Z;1.0610000000000002;9; densening;8
728838;11;2;11;3;2021-05-31T07:51:28.919Z;2021-05-31T07:51:21.534Z;2021-05-31T07:51:29.907Z;0.9880000000000001;9; densening;5
728981;11;2;11;4;2021-05-31T07:51:36.862Z;2021-05-31T07:51:31.573Z;2021-05-31T07:51:36.969Z;0.10700000000000001;9; densening;7
729679;11;2;12;2;2021-05-31T07:52:09.851Z;2021-05-31T07:52:06.312Z;2021-05-31T07:52:11.059Z;1.2080000000000002;21; densening;1
730012;11;2;12;3;2021-05-31T07:52:24.160Z;2021-05-31T07:52:12.625Z;2021-05-31T07:52:25.146Z;0.9860000000000001;21; densening;20
730290;11;2;12;4;2021-05-31T07:52:37.114Z;2021-05-31T07:52:27.110Z;2021-05-31T07:52:37.718Z;0.6040000000000001;21; densening;16
730496;11;2;13;1;2021-05-31T07:52:50.691Z;2021-05-31T07:52:47.659Z;2021-05-31T07:52:51.195Z;0.504;9; densening;5
730599;11;2;13;2;2021-05-31T07:52:55.297Z;2021-05-31T07:52:52.422Z;2021-05-31T07:52:56.261Z;0.9640000000000001;9; densening;7
730714;11;2;13;3;2021-05-31T07:53:02.529Z;2021-05-31T07:52:58.555Z;2021-05-31T07:53:02.905Z;0.376;9; densening;2
730829;11;2;13;4;2021-05-31T07:53:06.452Z;2021-05-31T07:53:03.030Z;2021-05-31T07:53:07.402Z;0.9500000000000001;9; densening;8
730956;11;2;14;0;2021-05-31T07:53:18.823Z;2021-05-31T07:53:14.230Z;2021-05-31T07:53:18.970Z;0.14700000000000002;12; densening;9
731053;11;2;14;1;2021-05-31T07:53:23.674Z;2021-05-31T07:53:20.590Z;2021-05-31T07:53:24.153Z;0.47900000000000004;12; densening;3
731175;11;2;14;2;2021-05-31T07:53:29.726Z;2021-05-31T07:53:25.365Z;2021-05-31T07:53:29.987Z;0.261;12; densening;6
731395;11;2;14;3;2021-05-31T07:53:39.209Z;2021-05-31T07:53:31.231Z;2021-05-31T07:53:39.312Z;0.10300000000000001;12; densening;11
731786;11;2;15;0;2021-05-31T07:53:58.594Z;2021-05-31T07:53:51.945Z;2021-05-31T07:53:59.616Z;1.022;6; densening;4
731934;11;2;15;1;2021-05-31T07:54:05.378Z;2021-05-31T07:54:00.883Z;2021-05-31T07:54:06.369Z;0.9910000000000001;6; densening;2
732081;11;2;15;2;2021-05-31T07:54:13.206Z;2021-05-31T07:54:08.762Z;2021-05-31T07:54:14.175Z;0.9690000000000001;6; densening;5
732179;11;2;15;3;2021-05-31T07:54:19.511Z;2021-05-31T07:54:16.468Z;2021-05-31T07:54:20.123Z;0.612;6; densening;3
732466;11;2;16;0;2021-05-31T07:54:40.078Z;2021-05-31T07:54:35.250Z;2021-05-31T07:54:40.318Z;0.24000000000000002;9; densening;7
732622;11;2;16;1;2021-05-31T07:54:46.543Z;2021-05-31T07:54:41.566Z;2021-05-31T07:54:47.596Z;1.0530000000000002;9; densening;8
732941;11;2;16;3;2021-05-31T07:55:02.773Z;2021-05-31T07:54:58.072Z;2021-05-31T07:55:03.597Z;0.8240000000000001;9; densening;2
733050;11;2;16;4;2021-05-31T07:55:08.204Z;2021-05-31T07:55:05.280Z;2021-05-31T07:55:09.151Z;0.9470000000000001;9; densening;5
733308;11;2;17;0;2021-05-31T07:55:23.889Z;2021-05-31T07:55:14.467Z;2021-05-31T07:55:24.101Z;0.21200000000000002;12; densening;3
734507;11;2;18;0;2021-05-31T07:56:20.445Z;2021-05-31T07:56:15.075Z;2021-05-31T07:56:20.800Z;0.35500000000000004;21; densening;11
734824;11;2;18;2;2021-05-31T07:56:34.547Z;2021-05-31T07:56:30.860Z;2021-05-31T07:56:35.439Z;0.892;21; densening;1
735288;11;2;18;3;2021-05-31T07:56:52.725Z;2021-05-31T07:56:36.043Z;2021-05-31T07:56:53.670Z;0.9450000000000001;21; densening;16
735790;11;3;1;0;2021-05-31T07:59:43.751Z;2021-05-31T07:59:38.048Z;2021-05-31T07:59:44.141Z;0.39;6; direct;4
735949;11;3;1;1;2021-05-31T07:59:50.660Z;2021-05-31T07:59:45.308Z;2021-05-31T07:59:51.313Z;0.653;6; direct;5
736242;11;3;1;3;2021-05-31T08:00:06.220Z;2021-05-31T08:00:02.198Z;2021-05-31T08:00:07.207Z;0.9870000000000001;6; direct;2
736363;11;3;1;4;2021-05-31T08:00:11.770Z;2021-05-31T08:00:08.291Z;2021-05-31T08:00:12.706Z;0.936;6; direct;3
736779;11;3;2;1;2021-05-31T08:00:33.230Z;2021-05-31T08:00:28.602Z;2021-05-31T08:00:34.040Z;0.81;9; direct;1
737187;11;3;2;3;2021-05-31T08:00:51.950Z;2021-05-31T08:00:43.508Z;2021-05-31T08:00:52.004Z;0.054000000000000006;9; direct;7
737574;11;3;3;0;2021-05-31T08:01:11.722Z;2021-05-31T08:01:04.817Z;2021-05-31T08:01:11.780Z;0.058;12; direct;9
738010;11;3;3;2;2021-05-31T08:01:32.574Z;2021-05-31T08:01:22.127Z;2021-05-31T08:01:32.694Z;0.12000000000000001;12; direct;11
738158;11;3;3;3;2021-05-31T08:01:38.917Z;2021-05-31T08:01:34.619Z;2021-05-31T08:01:39.921Z;1.004;12; direct;3
739488;11;3;4;3;2021-05-31T08:02:38.690Z;2021-05-31T08:02:31.959Z;2021-05-31T08:02:38.702Z;0.012;15; direct;4
742265;11;3;6;4;2021-05-31T08:04:46.879Z;2021-05-31T08:04:40.008Z;2021-05-31T08:04:47.333Z;0.454;15; direct;4
742488;11;3;7;1;2021-05-31T08:05:03.362Z;2021-05-31T08:05:00.399Z;2021-05-31T08:05:04.437Z;1.0750000000000002;6; direct;3
742827;11;3;7;3;2021-05-31T08:05:19.265Z;2021-05-31T08:05:14.363Z;2021-05-31T08:05:19.728Z;0.463;6; direct;4
743002;11;3;7;4;2021-05-31T08:05:26.323Z;2021-05-31T08:05:20.791Z;2021-05-31T08:05:27.420Z;1.097;6; direct;5
743118;11;3;8;0;2021-05-31T08:05:35.508Z;2021-05-31T08:05:31.398Z;2021-05-31T08:05:35.679Z;0.171;12; direct;9
744138;11;3;9;0;2021-05-31T08:06:23.344Z;2021-05-31T08:06:17.729Z;2021-05-31T08:06:23.598Z;0.254;21; direct;11
744714;11;3;9;2;2021-05-31T08:06:47.832Z;2021-05-31T08:06:38.344Z;2021-05-31T08:06:48.886Z;1.054;21; direct;1
745677;11;3;10;1;2021-05-31T08:07:32.035Z;2021-05-31T08:07:23.671Z;2021-05-31T08:07:32.966Z;0.931;15; direct;8
745914;11;3;10;2;2021-05-31T08:07:43.030Z;2021-05-31T08:07:34.075Z;2021-05-31T08:07:43.053Z;0.023000000000000003;15; direct;14
747721;11;3;11;4;2021-05-31T08:09:07.936Z;2021-05-31T08:09:03.614Z;2021-05-31T08:09:08.186Z;0.25;18; direct;5
748253;11;3;12;1;2021-05-31T08:09:34.257Z;2021-05-31T08:09:28.962Z;2021-05-31T08:09:34.594Z;0.337;21; direct;5
748459;11;3;12;2;2021-05-31T08:09:43.537Z;2021-05-31T08:09:36.136Z;2021-05-31T08:09:43.755Z;0.21800000000000003;21; direct;11
748647;11;3;12;3;2021-05-31T08:09:52.080Z;2021-05-31T08:09:45.191Z;2021-05-31T08:09:52.127Z;0.047;21; direct;1
748890;11;3;12;4;2021-05-31T08:10:02.441Z;2021-05-31T08:09:53.797Z;2021-05-31T08:10:02.778Z;0.337;21; direct;16
749040;11;3;13;0;2021-05-31T08:10:11.672Z;2021-05-31T08:10:06.228Z;2021-05-31T08:10:11.679Z;0.007;9; direct;7
749216;11;3;13;1;2021-05-31T08:10:20.025Z;2021-05-31T08:10:13.416Z;2021-05-31T08:10:20.075Z;0.05;9; direct;8
750078;11;3;14;1;2021-05-31T08:11:01.377Z;2021-05-31T08:10:51.689Z;2021-05-31T08:11:02.257Z;0.88;12; direct;11
752908;11;3;16;4;2021-05-31T08:13:17.701Z;2021-05-31T08:13:13.123Z;2021-05-31T08:13:17.905Z;0.20400000000000001;18; direct;9
753009;11;3;17;0;2021-05-31T08:13:24.740Z;2021-05-31T08:13:21.286Z;2021-05-31T08:13:25.062Z;0.322;6; direct;3
753103;11;3;17;1;2021-05-31T08:13:29.869Z;2021-05-31T08:13:26.467Z;2021-05-31T08:13:30.085Z;0.21600000000000003;6; direct;4
753232;11;3;17;2;2021-05-31T08:13:36.258Z;2021-05-31T08:13:31.605Z;2021-05-31T08:13:36.445Z;0.187;6; direct;5
753691;11;3;18;1;2021-05-31T08:14:01.197Z;2021-05-31T08:13:58.366Z;2021-05-31T08:14:01.324Z;0.127;9; direct;5
753787;11;3;18;2;2021-05-31T08:14:06.104Z;2021-05-31T08:14:02.694Z;2021-05-31T08:14:06.230Z;0.126;9; direct;2
755742;12;1;1;4;2021-05-31T09:24:40.129Z;2021-05-31T09:24:30.093Z;2021-05-31T09:24:40.713Z;0.5840000000000001;15; direct;14
760736;12;1;6;4;2021-05-31T09:28:42.815Z;2021-05-31T09:28:34.411Z;2021-05-31T09:28:42.891Z;0.076;12; direct;11
761786;12;1;7;3;2021-05-31T09:29:31.473Z;2021-05-31T09:29:16.872Z;2021-05-31T09:29:31.491Z;0.018000000000000002;15; direct;14
762970;12;1;8;4;2021-05-31T09:30:28.932Z;2021-05-31T09:30:22.845Z;2021-05-31T09:30:29.064Z;0.132;6; direct;1
766780;12;1;12;2;2021-05-31T09:33:36.384Z;2021-05-31T09:33:29.417Z;2021-05-31T09:33:36.677Z;0.29300000000000004;12; direct;9
767156;12;1;12;4;2021-05-31T09:33:54.549Z;2021-05-31T09:33:48.708Z;2021-05-31T09:33:54.810Z;0.261;12; direct;1
769311;12;1;14;4;2021-05-31T09:35:35.784Z;2021-05-31T09:35:28.330Z;2021-05-31T09:35:36.095Z;0.311;15; direct;1
771077;12;1;16;0;2021-05-31T09:36:57.894Z;2021-05-31T09:36:49.289Z;2021-05-31T09:36:58.090Z;0.196;18; direct;1
771955;12;1;16;4;2021-05-31T09:37:37.142Z;2021-05-31T09:37:31.238Z;2021-05-31T09:37:37.495Z;0.35300000000000004;18; direct;9
773659;12;1;18;1;2021-05-31T09:38:58.509Z;2021-05-31T09:38:51.229Z;2021-05-31T09:38:58.925Z;0.41600000000000004;18; direct;17
775512;12;2;1;4;2021-05-31T09:46:21.945Z;2021-05-31T09:46:15.991Z;2021-05-31T09:46:22.362Z;0.41700000000000004;21; densening;11
778707;12;2;5;0;2021-05-31T09:49:07.690Z;2021-05-31T09:49:00.286Z;2021-05-31T09:49:07.966Z;0.276;12; densening;11
780739;12;2;7;1;2021-05-31T09:50:47.693Z;2021-05-31T09:50:42.842Z;2021-05-31T09:50:47.949Z;0.256;6; densening;2
780826;12;2;7;2;2021-05-31T09:50:52.342Z;2021-05-31T09:50:49.403Z;2021-05-31T09:50:52.450Z;0.10800000000000001;6; densening;3
784594;12;2;11;0;2021-05-31T09:53:50.130Z;2021-05-31T09:53:44.071Z;2021-05-31T09:53:50.694Z;0.5640000000000001;15; densening;4
786516;12;2;12;3;2021-05-31T09:55:17.038Z;2021-05-31T09:55:08.530Z;2021-05-31T09:55:18.091Z;1.0530000000000002;21; densening;20
787354;12;2;13;3;2021-05-31T09:55:58.988Z;2021-05-31T09:55:53.589Z;2021-05-31T09:55:59.024Z;0.036000000000000004;9; densening;7
789011;12;2;15;1;2021-05-31T09:57:15.699Z;2021-05-31T09:57:11.242Z;2021-05-31T09:57:17.123Z;1.4240000000000002;15; densening;4
792067;12;2;18;2;2021-05-31T09:59:42.074Z;2021-05-31T09:59:37.166Z;2021-05-31T09:59:42.142Z;0.068;6; densening;5
792585;12;3;1;0;2021-05-31T10:04:44.253Z;2021-05-31T10:04:37.583Z;2021-05-31T10:04:44.791Z;0.538;9; widening;1
793769;12;3;2;1;2021-05-31T10:05:39.600Z;2021-05-31T10:05:29.154Z;2021-05-31T10:05:40.275Z;0.675;21; widening;1
794846;12;3;3;2;2021-05-31T10:06:32.736Z;2021-05-31T10:06:28.804Z;2021-05-31T10:06:32.956Z;0.22;6; widening;1
796109;12;3;5;0;2021-05-31T10:07:36.772Z;2021-05-31T10:07:27.638Z;2021-05-31T10:07:37.244Z;0.47200000000000003;12; widening;1
796631;12;3;5;3;2021-05-31T10:08:00.912Z;2021-05-31T10:07:55.846Z;2021-05-31T10:08:02.036Z;1.124;12; widening;3
797221;12;3;6;1;2021-05-31T10:08:30.234Z;2021-05-31T10:08:23.082Z;2021-05-31T10:08:30.296Z;0.062000000000000006;21; widening;16
797618;12;3;6;3;2021-05-31T10:08:48.036Z;2021-05-31T10:08:40.544Z;2021-05-31T10:08:48.550Z;0.514;21; widening;20
797874;12;3;6;4;2021-05-31T10:08:59.349Z;2021-05-31T10:08:50.320Z;2021-05-31T10:08:59.690Z;0.341;21; widening;1
798102;12;3;7;0;2021-05-31T10:09:11.478Z;2021-05-31T10:09:03.436Z;2021-05-31T10:09:11.892Z;0.41400000000000003;18; widening;1
799686;12;3;8;2;2021-05-31T10:10:23.475Z;2021-05-31T10:10:18.123Z;2021-05-31T10:10:24.498Z;1.0230000000000001;18; widening;1
801124;12;3;9;4;2021-05-31T10:11:33.348Z;2021-05-31T10:11:26.998Z;2021-05-31T10:11:33.557Z;0.20900000000000002;12; widening;1
801979;12;3;10;4;2021-05-31T10:12:16.055Z;2021-05-31T10:12:11.760Z;2021-05-31T10:12:16.358Z;0.303;9; widening;1
802179;12;3;11;0;2021-05-31T10:12:26.331Z;2021-05-31T10:12:19.513Z;2021-05-31T10:12:26.865Z;0.534;15; widening;1
802541;12;3;11;2;2021-05-31T10:12:43.731Z;2021-05-31T10:12:39.055Z;2021-05-31T10:12:43.782Z;0.051000000000000004;15; widening;4
803249;12;3;12;0;2021-05-31T10:13:17.009Z;2021-05-31T10:13:08.151Z;2021-05-31T10:13:17.075Z;0.066;18; widening;1
804675;12;3;13;1;2021-05-31T10:14:22.223Z;2021-05-31T10:14:12.958Z;2021-05-31T10:14:22.738Z;0.515;15; widening;1
804876;12;3;13;2;2021-05-31T10:14:30.532Z;2021-05-31T10:14:24.257Z;2021-05-31T10:14:31.563Z;1.0310000000000001;15; widening;14
806607;12;3;15;1;2021-05-31T10:15:53.893Z;2021-05-31T10:15:41.506Z;2021-05-31T10:15:54.943Z;1.05;21; widening;1
806999;12;3;15;3;2021-05-31T10:16:11.919Z;2021-05-31T10:16:05.939Z;2021-05-31T10:16:12.128Z;0.20900000000000002;21; widening;16
808063;12;3;16;3;2021-05-31T10:17:03.589Z;2021-05-31T10:16:58.377Z;2021-05-31T10:17:03.730Z;0.14100000000000001;12; widening;1
808558;12;3;17;0;2021-05-31T10:17:27.710Z;2021-05-31T10:17:19.135Z;2021-05-31T10:17:28.673Z;0.9630000000000001;9; widening;1
808718;12;3;17;1;2021-05-31T10:17:35.007Z;2021-05-31T10:17:30.127Z;2021-05-31T10:17:36.028Z;1.0210000000000001;9; widening;2
809907;12;3;18;2;2021-05-31T10:18:30.573Z;2021-05-31T10:18:23.773Z;2021-05-31T10:18:31.158Z;0.5850000000000001;15; widening;14
810073;12;3;18;3;2021-05-31T10:18:38.348Z;2021-05-31T10:18:32.948Z;2021-05-31T10:18:38.840Z;0.49200000000000005;15; widening;4
813126;13;1;2;2;2021-06-15T09:52:06.062Z;2021-06-15T09:51:51.176Z;2021-06-15T09:52:06.927Z;0.8650000000000001;12; widening;1
814947;13;1;3;3;2021-06-15T09:53:54.624Z;2021-06-15T09:53:42.940Z;2021-06-15T09:53:54.651Z;0.027000000000000003;18; widening;1
815881;13;1;4;2;2021-06-15T09:54:53.367Z;2021-06-15T09:54:48.617Z;2021-06-15T09:54:54.858Z;1.491;12; widening;3
816084;13;1;4;3;2021-06-15T09:55:05.531Z;2021-06-15T09:54:58.653Z;2021-06-15T09:55:06.613Z;1.082;12; widening;1
816228;13;1;4;4;2021-06-15T09:55:19.971Z;2021-06-15T09:55:14.957Z;2021-06-15T09:55:20.327Z;0.35600000000000004;12; widening;9
816983;13;1;5;2;2021-06-15T09:56:43.111Z;2021-06-15T09:56:37.498Z;2021-06-15T09:56:43.350Z;0.23900000000000002;21; widening;5
817685;13;1;5;4;2021-06-15T09:57:26.554Z;2021-06-15T09:57:08.618Z;2021-06-15T09:57:26.893Z;0.339;21; widening;1
817871;13;1;6;0;2021-06-15T09:57:43.602Z;2021-06-15T09:57:36.611Z;2021-06-15T09:57:43.699Z;0.097;9; widening;1
818476;13;1;6;3;2021-06-15T09:58:20.154Z;2021-06-15T09:58:12.771Z;2021-06-15T09:58:20.172Z;0.018000000000000002;9; widening;8
820518;13;1;7;2;2021-06-15T10:00:04.930Z;2021-06-15T09:59:30.618Z;2021-06-15T10:00:05.508Z;0.5780000000000001;21; widening;1
