;MappingMethod;FrameNumber_Start;FrameNumber_Finish;Block;Task;Trial;NumLayers;Target;Target_Relative;Result;Result_Numeric_Completed;Result_Numeric_Terminated;Result_Numeric_Failed;Proband
4363; widening;18651;18811;1;9;3;18;17;0.9444444444444444; TERMINATED;0;1;0;17
4364; widening;18881;19054;1;9;4;18;9;0.5; COMPLETED;1;0;0;17
4365; widening;19219;19399;1;10;0;18;1;0.05555555555555555; TERMINATED;0;1;0;17
4366; widening;19452;19600;1;10;1;18;9;0.5; TERMINATED;0;1;0;17
4367; widening;19659;19826;1;10;2;18;17;0.9444444444444444; TERMINATED;0;1;0;17
4368; widening;19908;20099;1;10;3;18;14;0.7777777777777778; COMPLETED;1;0;0;17
4369; widening;20150;20401;1;10;4;18;5;0.2777777777777778; COMPLETED;1;0;0;17
4370; widening;20685;20886;1;11;0;15;14;0.9333333333333333; COMPLETED;1;0;0;17
4371; widening;21500;21709;1;11;1;15;11;0.7333333333333333; COMPLETED;1;0;0;17
4372; widening;21887;22075;1;11;2;15;1;0.06666666666666667; FAILED;0;0;1;17
4373; widening;22120;22311;1;11;3;15;8;0.5333333333333333; TERMINATED;0;1;0;17
4374; widening;22370;22693;1;11;4;15;4;0.26666666666666666; TERMINATED;0;1;0;17
4375; widening;22800;23061;1;12;0;18;17;0.9444444444444444; COMPLETED;1;0;0;17
4376; widening;23122;23280;1;12;1;18;14;0.7777777777777778; COMPLETED;1;0;0;17
4377; widening;23380;23504;1;12;2;18;5;0.2777777777777778; TERMINATED;0;1;0;17
4378; widening;23568;23719;1;12;3;18;9;0.5; COMPLETED;1;0;0;17
4379; widening;23764;23956;1;12;4;18;1;0.05555555555555555; TERMINATED;0;1;0;17
4380; widening;24197;24474;1;13;0;15;8;0.5333333333333333; COMPLETED;1;0;0;17
4381; widening;24515;24645;1;13;1;15;1;0.06666666666666667; TERMINATED;0;1;0;17
4382; widening;24686;24902;1;13;2;15;14;0.9333333333333333; COMPLETED;1;0;0;17
4383; widening;24974;25143;1;13;3;15;11;0.7333333333333333; COMPLETED;1;0;0;17
4384; widening;25208;25390;1;13;4;15;4;0.26666666666666666; TERMINATED;0;1;0;17
4385; widening;25529;25749;1;14;0;12;9;0.75; COMPLETED;1;0;0;17
4386; widening;25848;26041;1;14;1;12;1;0.08333333333333333; FAILED;0;0;1;17
4387; widening;26092;26265;1;14;2;12;3;0.25; TERMINATED;0;1;0;17
4388; widening;26309;26482;1;14;3;12;11;0.9166666666666666; COMPLETED;1;0;0;17
4389; widening;26532;26683;1;14;4;12;6;0.5; COMPLETED;1;0;0;17
4390; widening;26808;27023;1;15;0;6;1;0.16666666666666666; COMPLETED;1;0;0;17
4391; widening;27061;27210;1;15;1;6;5;0.8333333333333334; COMPLETED;1;0;0;17
4392; widening;27264;27393;1;15;2;6;4;0.6666666666666666; COMPLETED;1;0;0;17
4393; widening;27432;27588;1;15;3;6;3;0.5; COMPLETED;1;0;0;17
4394; widening;27623;27879;1;15;4;6;2;0.3333333333333333; COMPLETED;1;0;0;17
4395; widening;28001;28188;1;16;0;12;1;0.08333333333333333; FAILED;0;0;1;17
4396; widening;28272;28431;1;16;1;12;11;0.9166666666666666; TERMINATED;0;1;0;17
4397; widening;28484;28640;1;16;2;12;6;0.5; COMPLETED;1;0;0;17
4398; widening;28685;28869;1;16;3;12;9;0.75; COMPLETED;1;0;0;17
4399; widening;28906;29080;1;16;4;12;3;0.25; TERMINATED;0;1;0;17
4400; widening;29310;29497;1;17;0;12;1;0.08333333333333333; TERMINATED;0;1;0;17
4401; widening;29505;29705;1;17;1;12;6;0.5; COMPLETED;1;0;0;17
4402; widening;29750;29970;1;17;2;12;11;0.9166666666666666; COMPLETED;1;0;0;17
4403; widening;30019;30182;1;17;3;12;9;0.75; COMPLETED;1;0;0;17
4404; widening;30242;30431;1;17;4;12;3;0.25; FAILED;0;0;1;17
4405; widening;30626;30849;1;18;0;21;1;0.047619047619047616; FAILED;0;0;1;17
4406; widening;30949;31134;1;18;1;21;16;0.7619047619047619; COMPLETED;1;0;0;17
4407; widening;31178;31421;1;18;2;21;20;0.9523809523809523; COMPLETED;1;0;0;17
4408; widening;31469;32265;1;18;3;21;5;0.23809523809523808; COMPLETED;1;0;0;17
4409; widening;32329;32513;1;18;4;21;11;0.5238095238095238; COMPLETED;1;0;0;17
4410; densening;45145;45349;2;1;0;12;11;0.9166666666666666; TERMINATED;0;1;0;17
4411; densening;45444;45609;2;1;1;12;3;0.25; COMPLETED;1;0;0;17
4412; densening;45661;45910;2;1;2;12;1;0.08333333333333333; COMPLETED;1;0;0;17
4413; densening;45956;46164;2;1;3;12;9;0.75; TERMINATED;0;1;0;17
4414; densening;46208;46396;2;1;4;12;6;0.5; COMPLETED;1;0;0;17
4415; densening;46532;46745;2;2;0;18;9;0.5; COMPLETED;1;0;0;17
4416; densening;46788;46991;2;2;1;18;14;0.7777777777777778; COMPLETED;1;0;0;17
4417; densening;47042;47212;2;2;2;18;1;0.05555555555555555; COMPLETED;1;0;0;17
4418; densening;47241;47536;2;2;3;18;17;0.9444444444444444; COMPLETED;1;0;0;17
4419; densening;47586;47747;2;2;4;18;5;0.2777777777777778; COMPLETED;1;0;0;17
4420; densening;47864;48039;2;3;0;9;5;0.5555555555555556; COMPLETED;1;0;0;17
4421; densening;48100;48246;2;3;1;9;1;0.1111111111111111; COMPLETED;1;0;0;17
4422; densening;48286;48484;2;3;2;9;7;0.7777777777777778; COMPLETED;1;0;0;17
4423; densening;48533;48683;2;3;3;9;2;0.2222222222222222; COMPLETED;1;0;0;17
4424; densening;48717;48855;2;3;4;9;8;0.8888888888888888; TERMINATED;0;1;0;17
4425; densening;49049;49224;2;4;0;6;5;0.8333333333333334; COMPLETED;1;0;0;17
4426; densening;49273;49425;2;4;1;6;2;0.3333333333333333; COMPLETED;1;0;0;17
4427; densening;49468;49648;2;4;2;6;4;0.6666666666666666; COMPLETED;1;0;0;17
4428; densening;49696;49834;2;4;3;6;1;0.16666666666666666; COMPLETED;1;0;0;17
4429; densening;49916;50180;2;4;4;6;3;0.5; COMPLETED;1;0;0;17
4430; densening;50336;50486;2;5;0;6;1;0.16666666666666666; COMPLETED;1;0;0;17
4431; densening;50565;50680;2;5;1;6;2;0.3333333333333333; COMPLETED;1;0;0;17
4432; densening;50750;50883;2;5;2;6;3;0.5; TERMINATED;0;1;0;17
4433; densening;50922;51076;2;5;3;6;4;0.6666666666666666; COMPLETED;1;0;0;17
4434; densening;51118;51284;2;5;4;6;5;0.8333333333333334; COMPLETED;1;0;0;17
4435; densening;51428;51741;2;6;0;15;14;0.9333333333333333; COMPLETED;1;0;0;17
4436; densening;51788;51996;2;6;1;15;1;0.06666666666666667; COMPLETED;1;0;0;17
4437; densening;52070;52282;2;6;2;15;11;0.7333333333333333; COMPLETED;1;0;0;17
4438; densening;52330;52443;2;6;3;15;4;0.26666666666666666; TERMINATED;0;1;0;17
4439; densening;52487;52686;2;6;4;15;8;0.5333333333333333; COMPLETED;1;0;0;17
4440; densening;52798;53072;2;7;0;21;11;0.5238095238095238; COMPLETED;1;0;0;17
4441; densening;53122;53275;2;7;1;21;1;0.047619047619047616; COMPLETED;1;0;0;17
4442; densening;53313;53465;2;7;2;21;20;0.9523809523809523; TERMINATED;0;1;0;17
4443; densening;53516;53693;2;7;3;21;5;0.23809523809523808; FAILED;0;0;1;17
4444; densening;53730;53970;2;7;4;21;16;0.7619047619047619; COMPLETED;1;0;0;17
4445; densening;54279;54455;2;8;0;15;11;0.7333333333333333; COMPLETED;1;0;0;17
4446; densening;54521;54743;2;8;1;15;8;0.5333333333333333; COMPLETED;1;0;0;17
4447; densening;54785;54963;2;8;2;15;4;0.26666666666666666; COMPLETED;1;0;0;17
4448; densening;55005;55153;2;8;3;15;1;0.06666666666666667; COMPLETED;1;0;0;17
4449; densening;55186;55521;2;8;4;15;14;0.9333333333333333; COMPLETED;1;0;0;17
4450; densening;55616;55885;2;9;0;18;17;0.9444444444444444; COMPLETED;1;0;0;17
4451; densening;55935;56090;2;9;1;18;1;0.05555555555555555; FAILED;0;0;1;17
4452; densening;56135;56372;2;9;2;18;14;0.7777777777777778; COMPLETED;1;0;0;17
4453; densening;56501;56684;2;9;3;18;5;0.2777777777777778; COMPLETED;1;0;0;17
4454; densening;56851;57034;2;9;4;18;9;0.5; COMPLETED;1;0;0;17
4455; densening;57173;57413;2;10;0;21;20;0.9523809523809523; COMPLETED;1;0;0;17
4456; densening;57463;57591;2;10;1;21;5;0.23809523809523808; TERMINATED;0;1;0;17
4457; densening;57634;57779;2;10;2;21;1;0.047619047619047616; COMPLETED;1;0;0;17
4458; densening;57817;58085;2;10;3;21;16;0.7619047619047619; COMPLETED;1;0;0;17
4459; densening;58127;58402;2;10;4;21;11;0.5238095238095238; TERMINATED;0;1;0;17
4460; densening;59213;59429;2;11;0;9;8;0.8888888888888888; COMPLETED;1;0;0;17
4461; densening;59477;59624;2;11;1;9;1;0.1111111111111111; COMPLETED;1;0;0;17
4462; densening;59660;59799;2;11;2;9;2;0.2222222222222222; COMPLETED;1;0;0;17
4463; densening;59836;60042;2;11;3;9;7;0.7777777777777778; COMPLETED;1;0;0;17
4464; densening;60088;60246;2;11;4;9;5;0.5555555555555556; COMPLETED;1;0;0;17
4465; densening;60343;60553;2;12;0;18;1;0.05555555555555555; COMPLETED;1;0;0;17
4466; densening;60591;60772;2;12;1;18;9;0.5; COMPLETED;1;0;0;17
4467; densening;60813;60984;2;12;2;18;5;0.2777777777777778; COMPLETED;1;0;0;17
4468; densening;61029;61269;2;12;3;18;14;0.7777777777777778; COMPLETED;1;0;0;17
4469; densening;61317;61464;2;12;4;18;17;0.9444444444444444; TERMINATED;0;1;0;17
4470; densening;61589;61764;2;13;0;6;4;0.6666666666666666; COMPLETED;1;0;0;17
4471; densening;61812;61964;2;13;1;6;3;0.5; COMPLETED;1;0;0;17
4472; densening;62057;62213;2;13;2;6;1;0.16666666666666666; COMPLETED;1;0;0;17
4473; densening;62259;62481;2;13;3;6;5;0.8333333333333334; COMPLETED;1;0;0;17
4474; densening;62550;62694;2;13;4;6;2;0.3333333333333333; COMPLETED;1;0;0;17
4475; densening;62812;63108;2;14;0;9;8;0.8888888888888888; COMPLETED;1;0;0;17
4476; densening;63166;63307;2;14;1;9;2;0.2222222222222222; COMPLETED;1;0;0;17
4477; densening;63344;63508;2;14;2;9;5;0.5555555555555556; COMPLETED;1;0;0;17
4478; densening;63554;63734;2;14;3;9;7;0.7777777777777778; COMPLETED;1;0;0;17
4479; densening;63781;63879;2;14;4;9;1;0.1111111111111111; TERMINATED;0;1;0;17
4480; densening;63989;64131;2;15;0;12;3;0.25; TERMINATED;0;1;0;17
4481; densening;64173;64337;2;15;1;12;1;0.08333333333333333; COMPLETED;1;0;0;17
4482; densening;64385;64627;2;15;2;12;11;0.9166666666666666; COMPLETED;1;0;0;17
4483; densening;64822;65015;2;15;3;12;9;0.75; COMPLETED;1;0;0;17
4484; densening;65064;65182;2;15;4;12;6;0.5; TERMINATED;0;1;0;17
4485; densening;65309;65483;2;16;0;12;3;0.25; COMPLETED;1;0;0;17
4486; densening;65519;65715;2;16;1;12;9;0.75; COMPLETED;1;0;0;17
4487; densening;65762;65899;2;16;2;12;11;0.9166666666666666; TERMINATED;0;1;0;17
4488; densening;65953;66129;2;16;3;12;6;0.5; COMPLETED;1;0;0;17
4489; densening;66207;66358;2;16;4;12;1;0.08333333333333333; COMPLETED;1;0;0;17
4490; densening;66491;66781;2;17;0;21;16;0.7619047619047619; TERMINATED;0;1;0;17
4491; densening;66829;67118;2;17;1;21;11;0.5238095238095238; COMPLETED;1;0;0;17
4492; densening;67249;67401;2;17;2;21;1;0.047619047619047616; COMPLETED;1;0;0;17
4493; densening;67443;67664;2;17;3;21;5;0.23809523809523808; COMPLETED;1;0;0;17
4494; densening;67703;67919;2;17;4;21;20;0.9523809523809523; TERMINATED;0;1;0;17
4495; densening;68046;68236;2;18;0;15;1;0.06666666666666667; COMPLETED;1;0;0;17
4496; densening;68271;68520;2;18;1;15;8;0.5333333333333333; COMPLETED;1;0;0;17
4497; densening;68781;68910;2;18;2;15;14;0.9333333333333333; TERMINATED;0;1;0;17
4498; densening;68963;69189;2;18;3;15;11;0.7333333333333333; COMPLETED;1;0;0;17
4499; densening;69236;69383;2;18;4;15;4;0.26666666666666666; TERMINATED;0;1;0;17
4500; direct;74045;74250;3;1;0;18;9;0.5; COMPLETED;1;0;0;17
4501; direct;74462;74745;3;1;1;18;17;0.9444444444444444; COMPLETED;1;0;0;17
4502; direct;74870;75089;3;1;2;18;1;0.05555555555555555; TERMINATED;0;1;0;17
4503; direct;75097;75377;3;1;3;18;14;0.7777777777777778; COMPLETED;1;0;0;17
4504; direct;75426;75611;3;1;4;18;5;0.2777777777777778; COMPLETED;1;0;0;17
4505; direct;75764;75924;3;2;0;12;6;0.5; COMPLETED;1;0;0;17
4506; direct;75973;76125;3;2;1;12;3;0.25; COMPLETED;1;0;0;17
4507; direct;76388;76561;3;2;2;12;9;0.75; COMPLETED;1;0;0;17
4508; direct;76622;76817;3;2;3;12;11;0.9166666666666666; TERMINATED;0;1;0;17
4509; direct;76870;77050;3;2;4;12;1;0.08333333333333333; FAILED;0;0;1;17
4510; direct;77186;77360;3;3;0;15;4;0.26666666666666666; COMPLETED;1;0;0;17
4511; direct;77398;77618;3;3;1;15;14;0.9333333333333333; COMPLETED;1;0;0;17
4512; direct;77664;77812;3;3;2;15;1;0.06666666666666667; FAILED;0;0;1;17
4513; direct;77873;78068;3;3;3;15;8;0.5333333333333333; COMPLETED;1;0;0;17
4514; direct;78110;78281;3;3;4;15;11;0.7333333333333333; COMPLETED;1;0;0;17
4515; direct;78395;78592;3;4;0;9;8;0.8888888888888888; COMPLETED;1;0;0;17
4516; direct;78637;78775;3;4;1;9;5;0.5555555555555556; COMPLETED;1;0;0;17
4517; direct;78814;78954;3;4;2;9;7;0.7777777777777778; COMPLETED;1;0;0;17
4518; direct;78997;79159;3;4;3;9;1;0.1111111111111111; TERMINATED;0;1;0;17
4519; direct;79221;79410;3;4;4;9;2;0.2222222222222222; COMPLETED;1;0;0;17
4520; direct;79506;79692;3;5;0;12;6;0.5; COMPLETED;1;0;0;17
4521; direct;79751;79921;3;5;1;12;3;0.25; COMPLETED;1;0;0;17
4522; direct;79958;80154;3;5;2;12;11;0.9166666666666666; COMPLETED;1;0;0;17
4523; direct;80196;80346;3;5;3;12;1;0.08333333333333333; TERMINATED;0;1;0;17
4524; direct;80375;80549;3;5;4;12;9;0.75; COMPLETED;1;0;0;17
4525; direct;80641;80779;3;6;0;6;1;0.16666666666666666; COMPLETED;1;0;0;17
4526; direct;80833;81088;3;6;1;6;4;0.6666666666666666; COMPLETED;1;0;0;17
4527; direct;81129;81271;3;6;2;6;5;0.8333333333333334; COMPLETED;1;0;0;17
4528; direct;81316;81457;3;6;3;6;3;0.5; COMPLETED;1;0;0;17
4529; direct;81514;81644;3;6;4;6;2;0.3333333333333333; COMPLETED;1;0;0;17
4530; direct;81747;81872;3;7;0;9;5;0.5555555555555556; COMPLETED;1;0;0;17
4531; direct;81912;82067;3;7;1;9;1;0.1111111111111111; COMPLETED;1;0;0;17
4532; direct;82101;82262;3;7;2;9;8;0.8888888888888888; COMPLETED;1;0;0;17
4533; direct;82306;82464;3;7;3;9;7;0.7777777777777778; COMPLETED;1;0;0;17
4534; direct;82512;82681;3;7;4;9;2;0.2222222222222222; COMPLETED;1;0;0;17
4535; direct;83045;83199;3;8;0;12;6;0.5; COMPLETED;1;0;0;17
4536; direct;83526;83710;3;8;1;12;9;0.75; COMPLETED;1;0;0;17
4537; direct;83790;84132;3;8;2;12;1;0.08333333333333333; TERMINATED;0;1;0;17
4538; direct;84165;84316;3;8;3;12;3;0.25; COMPLETED;1;0;0;17
4539; direct;84424;84652;3;8;4;12;11;0.9166666666666666; COMPLETED;1;0;0;17
4540; direct;84771;84953;3;9;0;9;2;0.2222222222222222; COMPLETED;1;0;0;17
4541; direct;84990;85147;3;9;1;9;1;0.1111111111111111; COMPLETED;1;0;0;17
4542; direct;85206;85376;3;9;2;9;5;0.5555555555555556; COMPLETED;1;0;0;17
4543; direct;85418;85571;3;9;3;9;7;0.7777777777777778; COMPLETED;1;0;0;17
4544; direct;85617;85788;3;9;4;9;8;0.8888888888888888; COMPLETED;1;0;0;17
4545; direct;85907;86092;3;10;0;15;1;0.06666666666666667; COMPLETED;1;0;0;17
4546; direct;86169;86325;3;10;1;15;4;0.26666666666666666; COMPLETED;1;0;0;17
4547; direct;86362;86638;3;10;2;15;14;0.9333333333333333; COMPLETED;1;0;0;17
4548; direct;86680;87209;3;10;3;15;8;0.5333333333333333; COMPLETED;1;0;0;17
4549; direct;87362;87560;3;10;4;15;11;0.7333333333333333; COMPLETED;1;0;0;17
4550; direct;87651;87763;3;11;0;18;5;0.2777777777777778; TERMINATED;0;1;0;17
4551; direct;87834;88051;3;11;1;18;14;0.7777777777777778; COMPLETED;1;0;0;17
4552; direct;88099;88245;3;11;2;18;9;0.5; COMPLETED;1;0;0;17
4553; direct;88289;88484;3;11;3;18;17;0.9444444444444444; COMPLETED;1;0;0;17
4554; direct;88529;88689;3;11;4;18;1;0.05555555555555555; TERMINATED;0;1;0;17
4555; direct;88770;89055;3;12;0;18;9;0.5; COMPLETED;1;0;0;17
4556; direct;89091;89282;3;12;1;18;17;0.9444444444444444; TERMINATED;0;1;0;17
4557; direct;89332;89480;3;12;2;18;1;0.05555555555555555; TERMINATED;0;1;0;17
4558; direct;89511;89708;3;12;3;18;14;0.7777777777777778; COMPLETED;1;0;0;17
4559; direct;89750;89934;3;12;4;18;5;0.2777777777777778; COMPLETED;1;0;0;17
4560; direct;90054;90196;3;13;0;6;4;0.6666666666666666; COMPLETED;1;0;0;17
4561; direct;90240;90381;3;13;1;6;3;0.5; COMPLETED;1;0;0;17
4562; direct;90434;90583;3;13;2;6;2;0.3333333333333333; COMPLETED;1;0;0;17
4563; direct;90619;90758;3;13;3;6;1;0.16666666666666666; COMPLETED;1;0;0;17
4564; direct;90794;90948;3;13;4;6;5;0.8333333333333334; COMPLETED;1;0;0;17
4565; direct;91076;91226;3;14;0;21;20;0.9523809523809523; TERMINATED;0;1;0;17
4566; direct;91283;91437;3;14;1;21;16;0.7619047619047619; COMPLETED;1;0;0;17
4567; direct;91488;91697;3;14;2;21;5;0.23809523809523808; COMPLETED;1;0;0;17
4568; direct;91743;91924;3;14;3;21;1;0.047619047619047616; FAILED;0;0;1;17
4569; direct;91967;92228;3;14;4;21;11;0.5238095238095238; COMPLETED;1;0;0;17
4570; direct;92404;92606;3;15;0;21;16;0.7619047619047619; COMPLETED;1;0;0;17
4571; direct;92651;92813;3;15;1;21;20;0.9523809523809523; TERMINATED;0;1;0;17
4572; direct;92867;92995;3;15;2;21;1;0.047619047619047616; TERMINATED;0;1;0;17
4573; direct;93040;93271;3;15;3;21;5;0.23809523809523808; COMPLETED;1;0;0;17
4574; direct;93309;93531;3;15;4;21;11;0.5238095238095238; COMPLETED;1;0;0;17
4575; direct;93668;93906;3;16;0;15;14;0.9333333333333333; COMPLETED;1;0;0;17
4576; direct;93958;94125;3;16;1;15;1;0.06666666666666667; FAILED;0;0;1;17
4577; direct;94169;94383;3;16;2;15;8;0.5333333333333333; COMPLETED;1;0;0;17
4578; direct;94423;94631;3;16;3;15;11;0.7333333333333333; COMPLETED;1;0;0;17
4579; direct;94682;94888;3;16;4;15;4;0.26666666666666666; COMPLETED;1;0;0;17
4580; direct;95006;95158;3;17;0;21;5;0.23809523809523808; COMPLETED;1;0;0;17
4581; direct;95197;95408;3;17;1;21;16;0.7619047619047619; COMPLETED;1;0;0;17
4582; direct;95465;95697;3;17;2;21;20;0.9523809523809523; COMPLETED;1;0;0;17
4583; direct;95812;96036;3;17;3;21;1;0.047619047619047616; FAILED;0;0;1;17
4584; direct;96072;96281;3;17;4;21;11;0.5238095238095238; COMPLETED;1;0;0;17
4585; direct;96408;96566;3;18;0;6;2;0.3333333333333333; COMPLETED;1;0;0;17
4586; direct;96606;96714;3;18;1;6;4;0.6666666666666666; TERMINATED;0;1;0;17
4587; direct;96769;96899;3;18;2;6;3;0.5; COMPLETED;1;0;0;17
4588; direct;96936;97029;3;18;3;6;5;0.8333333333333334; TERMINATED;0;1;0;17
4589; direct;97084;97240;3;18;4;6;1;0.16666666666666666; COMPLETED;1;0;0;17
4590; direct;57;235;1;1;0;12;11;0.9166666666666666; TERMINATED;0;1;0;18
4591; direct;305;563;1;1;1;12;6;0.5; COMPLETED;1;0;0;18
4592; direct;628;868;1;1;2;12;3;0.25; COMPLETED;1;0;0;18
4593; direct;920;1195;1;1;3;12;1;0.08333333333333333; COMPLETED;1;0;0;18
4594; direct;1257;1467;1;1;4;12;9;0.75; COMPLETED;1;0;0;18
4595; direct;1565;1781;1;2;0;12;9;0.75; COMPLETED;1;0;0;18
4596; direct;1838;2034;1;2;1;12;3;0.25; COMPLETED;1;0;0;18
4597; direct;2083;2408;1;2;2;12;11;0.9166666666666666; COMPLETED;1;0;0;18
4598; direct;2466;2680;1;2;3;12;6;0.5; COMPLETED;1;0;0;18
4599; direct;2736;3027;1;2;4;12;1;0.08333333333333333; COMPLETED;1;0;0;18
4600; direct;3106;3255;1;3;0;6;1;0.16666666666666666; COMPLETED;1;0;0;18
4601; direct;3302;3512;1;3;1;6;4;0.6666666666666666; COMPLETED;1;0;0;18
4602; direct;3557;3717;1;3;2;6;3;0.5; COMPLETED;1;0;0;18
4603; direct;3760;3910;1;3;3;6;5;0.8333333333333334; COMPLETED;1;0;0;18
4604; direct;3974;4119;1;3;4;6;2;0.3333333333333333; COMPLETED;1;0;0;18
4605; direct;4224;4429;1;4;0;15;1;0.06666666666666667; COMPLETED;1;0;0;18
4606; direct;4476;4691;1;4;1;15;8;0.5333333333333333; COMPLETED;1;0;0;18
4607; direct;4737;4895;1;4;2;15;4;0.26666666666666666; COMPLETED;1;0;0;18
4608; direct;4939;5106;1;4;3;15;14;0.9333333333333333; COMPLETED;1;0;0;18
4609; direct;5153;5316;1;4;4;15;11;0.7333333333333333; COMPLETED;1;0;0;18
4610; direct;5428;5594;1;5;0;12;3;0.25; TERMINATED;0;1;0;18
4611; direct;5646;5831;1;5;1;12;1;0.08333333333333333; COMPLETED;1;0;0;18
4612; direct;5875;6018;1;5;2;12;6;0.5; TERMINATED;0;1;0;18
4613; direct;6065;6272;1;5;3;12;9;0.75; COMPLETED;1;0;0;18
4614; direct;6315;6493;1;5;4;12;11;0.9166666666666666; COMPLETED;1;0;0;18
4615; direct;6650;6821;1;6;0;18;1;0.05555555555555555; TERMINATED;0;1;0;18
4616; direct;6866;7035;1;6;1;18;17;0.9444444444444444; TERMINATED;0;1;0;18
4617; direct;7088;7291;1;6;2;18;5;0.2777777777777778; COMPLETED;1;0;0;18
4618; direct;7334;7552;1;6;3;18;9;0.5; COMPLETED;1;0;0;18
4619; direct;7655;7946;1;6;4;18;14;0.7777777777777778; COMPLETED;1;0;0;18
4620; direct;8053;8217;1;7;0;6;2;0.3333333333333333; COMPLETED;1;0;0;18
4621; direct;8263;8413;1;7;1;6;4;0.6666666666666666; COMPLETED;1;0;0;18
4622; direct;8466;8582;1;7;2;6;3;0.5; COMPLETED;1;0;0;18
4623; direct;8626;8791;1;7;3;6;5;0.8333333333333334; COMPLETED;1;0;0;18
4624; direct;8838;8956;1;7;4;6;1;0.16666666666666666; COMPLETED;1;0;0;18
4625; direct;9076;9259;1;8;0;21;16;0.7619047619047619; COMPLETED;1;0;0;18
4626; direct;9302;9487;1;8;1;21;5;0.23809523809523808; COMPLETED;1;0;0;18
4627; direct;9529;9727;1;8;2;21;20;0.9523809523809523; COMPLETED;1;0;0;18
4628; direct;9779;9959;1;8;3;21;11;0.5238095238095238; COMPLETED;1;0;0;18
4629; direct;10015;10215;1;8;4;21;1;0.047619047619047616; COMPLETED;1;0;0;18
4630; direct;10401;10645;1;9;0;18;17;0.9444444444444444; COMPLETED;1;0;0;18
4631; direct;10699;10878;1;9;1;18;14;0.7777777777777778; COMPLETED;1;0;0;18
4632; direct;10932;11117;1;9;2;18;5;0.2777777777777778; COMPLETED;1;0;0;18
4633; direct;11165;11346;1;9;3;18;1;0.05555555555555555; COMPLETED;1;0;0;18
4634; direct;11410;11815;1;9;4;18;9;0.5; COMPLETED;1;0;0;18
4635; direct;11914;12070;1;10;0;9;7;0.7777777777777778; COMPLETED;1;0;0;18
4636; direct;12138;12328;1;10;1;9;8;0.8888888888888888; COMPLETED;1;0;0;18
4637; direct;12383;12527;1;10;2;9;2;0.2222222222222222; COMPLETED;1;0;0;18
4638; direct;12572;12798;1;10;3;9;5;0.5555555555555556; COMPLETED;1;0;0;18
4639; direct;12832;12972;1;10;4;9;1;0.1111111111111111; COMPLETED;1;0;0;18
4640; direct;13094;13309;1;11;0;9;8;0.8888888888888888; COMPLETED;1;0;0;18
4641; direct;13355;13459;1;11;1;9;1;0.1111111111111111; COMPLETED;1;0;0;18
4642; direct;13497;13648;1;11;2;9;5;0.5555555555555556; COMPLETED;1;0;0;18
4643; direct;13692;13851;1;11;3;9;2;0.2222222222222222; COMPLETED;1;0;0;18
4644; direct;13895;14068;1;11;4;9;7;0.7777777777777778; COMPLETED;1;0;0;18
4645; direct;14202;14406;1;12;0;18;5;0.2777777777777778; COMPLETED;1;0;0;18
4646; direct;14458;14670;1;12;1;18;14;0.7777777777777778; COMPLETED;1;0;0;18
4647; direct;14723;14898;1;12;2;18;1;0.05555555555555555; FAILED;0;0;1;18
4648; direct;14949;15234;1;12;3;18;9;0.5; COMPLETED;1;0;0;18
4649; direct;15281;15464;1;12;4;18;17;0.9444444444444444; TERMINATED;0;1;0;18
4650; direct;15616;15774;1;13;0;9;2;0.2222222222222222; COMPLETED;1;0;0;18
4651; direct;15812;16001;1;13;1;9;8;0.8888888888888888; COMPLETED;1;0;0;18
4652; direct;16049;16235;1;13;2;9;7;0.7777777777777778; COMPLETED;1;0;0;18
4653; direct;16278;16457;1;13;3;9;5;0.5555555555555556; COMPLETED;1;0;0;18
4654; direct;16490;16613;1;13;4;9;1;0.1111111111111111; COMPLETED;1;0;0;18
4655; direct;16742;16940;1;14;0;21;5;0.23809523809523808; COMPLETED;1;0;0;18
4656; direct;16976;17242;1;14;1;21;1;0.047619047619047616; COMPLETED;1;0;0;18
4657; direct;17277;17537;1;14;2;21;11;0.5238095238095238; COMPLETED;1;0;0;18
4658; direct;17611;17796;1;14;3;21;16;0.7619047619047619; COMPLETED;1;0;0;18
4659; direct;17840;18059;1;14;4;21;20;0.9523809523809523; COMPLETED;1;0;0;18
4660; direct;18158;18322;1;15;0;15;8;0.5333333333333333; COMPLETED;1;0;0;18
4661; direct;18360;18520;1;15;1;15;1;0.06666666666666667; COMPLETED;1;0;0;18
4662; direct;18553;18770;1;15;2;15;4;0.26666666666666666; COMPLETED;1;0;0;18
4663; direct;18805;19011;1;15;3;15;11;0.7333333333333333; COMPLETED;1;0;0;18
4664; direct;19058;19249;1;15;4;15;14;0.9333333333333333; COMPLETED;1;0;0;18
4665; direct;19335;19512;1;16;0;21;20;0.9523809523809523; TERMINATED;0;1;0;18
4666; direct;19563;19778;1;16;1;21;1;0.047619047619047616; COMPLETED;1;0;0;18
4667; direct;19815;20123;1;16;2;21;11;0.5238095238095238; COMPLETED;1;0;0;18
4668; direct;20199;20395;1;16;3;21;5;0.23809523809523808; COMPLETED;1;0;0;18
4669; direct;20429;20647;1;16;4;21;16;0.7619047619047619; COMPLETED;1;0;0;18
4670; direct;20783;21022;1;17;0;15;14;0.9333333333333333; COMPLETED;1;0;0;18
4671; direct;21071;21301;1;17;1;15;8;0.5333333333333333; COMPLETED;1;0;0;18
