;;;;;Result;Result;Result;Result;Result;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_between;Peaks_between;Peaks_between;Peaks_between;Peaks_between;TargetLayer;TargetLayer;TargetLayer;TargetLayer;TargetLayer;rate_before;rate_after;rate_lower;rate_deeper;rate_between;rate_sum
Trial;;;;;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;;;;;;
Proband;Block;Task;MappingMethod;NumLayers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;1;14; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;3;2;2;1;2;3;2;2;1;0;0;0;0;0;2;1;1;2;1;0;2;1;0;0;0;0;0;0;0;5;1;11;16;20;2.0;0.0;1.4;0.6;0.0;2.0
18;1;15; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;3;3;1;1;2;3;3;1;0;0;0;0;0;1;1;1;3;1;0;1;2;0;0;0;0;0;0;0;8;1;4;11;14;2.0;0.0;1.4;0.6;0.0;2.0
18;1;16; direct;21; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;4;5;3;3;1;4;5;3;3;0;0;0;0;0;1;1;4;1;3;0;3;0;2;0;0;0;1;0;0;20;1;11;5;16;3.2;0.0;2.0;1.0;0.2;3.2
18;1;17; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;5;3;3;2;3;5;3;3;2;0;0;0;0;0;3;1;1;1;2;0;4;2;2;0;0;0;0;0;0;14;8;4;1;11;3.2;0.0;1.6;1.6;0.0;3.2
18;1;18; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;4;2;2;1;3;4;2;2;0;0;0;0;0;1;3;1;1;1;0;0;0;1;1;0;0;3;0;0;5;3;4;1;2;2.4;0.0;1.4;0.4;0.6;2.4
18;2;1; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;3;1;3;4;5;3;1;3;4;5;0;0;0;0;0;3;1;3;1;1;0;0;0;3;4;0;0;0;0;0;16;1;20;11;5;3.2;0.0;1.8;1.4;0.0;3.2
18;2;2; widening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;3;5;2;0;1;3;5;2;0;0;0;0;0;0;1;1;2;1;0;0;2;2;1;0;0;0;1;0;1;11;6;9;3;2.2;0.0;1.0;1.0;0.2;2.2
18;2;3; widening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;2;5;2;2;5;2;5;2;2;5;0;0;0;0;0;2;1;2;1;1;0;4;0;1;4;0;0;0;0;0;16;11;20;1;5;3.2;0.0;1.4;1.8;0.0;3.2
18;2;4; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;3;5;1;5;4;3;5;1;5;4;0;0;0;0;0;3;1;1;1;4;0;4;0;4;0;0;0;0;0;0;17;5;1;9;14;3.6;0.0;2.0;1.6;0.0;3.6
18;2;5; widening;6; TERMINATED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;1;2;1;1;1;1;2;1;1;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;2;3;1;5;4;1.2;0.0;1.0;0.2;0.0;1.2
18;2;6; widening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;2;2;3;4;1;2;2;3;4;0;0;0;0;0;1;2;1;1;1;0;0;1;2;3;0;0;0;0;0;11;9;6;1;3;2.4;0.0;1.2;1.2;0.0;2.4
18;2;7; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;4;1;5;2;3;4;1;5;2;0;0;0;0;0;3;1;1;1;1;0;3;0;4;1;0;0;0;0;0;7;2;8;5;1;3.0;0.0;1.4;1.6;0.0;3.0
18;2;8; widening;18; COMPLETED; FAILED; TERMINATED; COMPLETED; COMPLETED;4;1;2;1;4;4;1;2;1;4;0;0;0;0;0;4;1;1;1;1;0;0;1;0;3;0;0;0;0;0;9;14;1;17;5;2.4;0.0;1.6;0.8;0.0;2.4
18;2;9; widening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;3;3;2;1;1;3;3;2;1;1;0;0;0;0;0;3;1;1;1;1;0;2;1;0;0;0;0;0;0;0;11;4;8;14;1;2.0;0.0;1.4;0.6;0.0;2.0
18;2;10; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;4;4;1;2;2;4;4;1;2;2;0;0;0;0;0;4;1;1;1;2;0;3;0;1;0;0;0;0;0;0;1;2;5;3;4;2.6;0.0;1.8;0.8;0.0;2.6
18;2;11; widening;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;2;1;1;1;0;2;1;1;1;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;5;1;2;4;3;1.0;0.0;0.8;0.2;0.0;1.0
18;2;12; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;3;2;2;2;0;3;2;2;2;0;0;0;0;0;0;3;2;1;1;0;0;0;1;1;0;0;0;0;0;1;11;14;8;4;1.8;0.0;1.4;0.4;0.0;1.8
18;2;13; widening;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;2;1;2;3;1;2;1;2;3;1;0;0;0;0;0;2;1;2;1;1;0;0;0;2;0;0;0;0;0;0;5;1;8;2;7;1.8;0.0;1.4;0.4;0.0;1.8
18;2;14; widening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;3;3;5;4;2;3;3;5;4;2;0;0;0;0;0;3;3;5;1;1;0;0;0;2;1;0;0;0;1;0;5;16;20;11;1;3.4;0.0;2.6;0.6;0.2;3.4
18;2;15; widening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;2;2;3;3;1;2;2;3;2;1;0;0;0;1;0;2;1;3;3;1;0;1;0;0;0;0;0;0;0;0;9;5;14;17;1;2.0;0.2;2.0;0.2;0.0;2.2
18;2;16; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;5;2;1;7;2;5;2;1;7;0;0;0;0;0;2;3;1;1;1;0;1;1;0;6;0;1;0;0;0;8;11;4;14;1;3.4;0.0;1.6;1.6;0.2;3.4
18;2;17; widening;12; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;3;1;5;7;3;3;1;5;7;3;0;0;0;0;0;3;1;1;1;1;0;0;4;6;1;0;0;0;0;1;6;11;3;1;9;3.8;0.0;1.4;2.2;0.2;3.8
18;2;18; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;3;7;1;1;2;3;7;1;0;0;0;0;0;1;2;1;1;1;0;0;2;6;0;0;0;0;0;0;1;7;5;2;8;2.8;0.0;1.2;1.6;0.0;2.8
18;3;1; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;2;3;3;3;1;2;3;3;3;1;0;0;0;0;0;2;1;3;3;1;0;2;0;0;0;0;0;0;0;0;6;1;11;9;3;2.4;0.0;2.0;0.4;0.0;2.4
18;3;2; densening;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;2;1;2;5;0;2;1;2;5;0;0;0;0;0;0;1;1;1;5;0;1;0;1;0;0;0;0;0;0;3;1;5;2;4;2.0;0.0;1.6;0.4;0.0;2.0
18;3;3; densening;21; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;3;4;4;5;2;3;4;4;5;2;0;0;0;0;0;3;4;1;2;1;0;0;3;2;1;0;0;0;1;0;20;16;5;11;1;3.6;0.0;2.2;1.2;0.2;3.6
18;3;4; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;2;5;2;1;0;2;5;2;1;0;0;0;0;0;0;2;2;1;1;0;0;2;1;0;0;0;1;0;0;1;7;5;2;8;2.0;0.0;1.2;0.6;0.2;2.0
18;3;5; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;1;2;1;1;3;1;2;1;0;0;0;0;0;1;1;1;2;1;0;2;0;0;0;0;0;0;0;0;7;1;2;5;8;1.6;0.0;1.2;0.4;0.0;1.6
18;3;6; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;3;4;4;3;3;3;4;4;3;0;0;0;0;0;3;1;1;2;3;0;2;3;1;0;0;0;0;1;0;17;1;5;9;14;3.4;0.0;2.0;1.2;0.2;3.4
18;3;7; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;2;1;2;2;4;2;1;2;2;4;0;0;0;0;0;2;1;2;2;1;0;0;0;0;3;0;0;0;0;0;8;1;11;14;4;2.2;0.0;1.6;0.6;0.0;2.2
18;3;8; densening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;4;6;5;3;1;4;6;5;3;0;0;0;0;0;1;4;1;1;1;0;0;5;4;2;0;0;0;0;0;14;17;9;5;1;3.8;0.0;1.6;2.2;0.0;3.8
18;3;9; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;4;4;3;3;1;4;4;3;3;0;0;0;0;0;1;3;1;1;1;0;0;3;2;2;0;1;0;0;0;14;11;4;8;1;3.0;0.0;1.4;1.4;0.2;3.0
18;3;10; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;1;2;4;3;2;1;2;4;3;0;0;0;0;0;2;1;1;1;3;0;0;0;3;0;0;0;1;0;0;5;20;11;1;16;2.4;0.0;1.6;0.6;0.2;2.4
18;3;11; densening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;2;1;2;1;1;2;1;2;1;0;0;0;0;0;1;1;1;2;1;0;1;0;0;0;0;0;0;0;0;2;1;3;4;5;1.4;0.0;1.2;0.2;0.0;1.4
18;3;12; densening;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;3;4;2;5;1;3;4;2;5;0;0;0;0;0;1;1;1;2;5;0;2;3;0;0;0;0;0;0;0;20;1;5;11;16;3.0;0.0;2.0;1.0;0.0;3.0
18;3;13; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;1;1;3;1;2;1;1;3;0;0;0;0;0;1;1;1;1;3;0;1;0;0;0;0;0;0;0;0;7;2;1;8;5;1.6;0.0;1.4;0.2;0.0;1.6
18;3;14; densening;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;0;2;1;1;15;0;2;1;1;15;0;0;0;0;0;0;1;1;1;15;0;0;0;0;0;0;1;0;0;0;4;3;1;2;5;3.8;0.0;3.6;0.0;0.2;3.8
18;3;15; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;2;1;2;1;3;2;1;2;0;0;0;0;0;1;3;2;1;1;0;0;0;0;1;0;0;0;0;0;1;6;11;9;3;1.8;0.0;1.6;0.2;0.0;1.8
18;3;16; densening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;3;2;3;2;3;3;2;3;2;3;0;0;0;0;0;3;1;3;2;1;0;1;0;0;2;0;0;0;0;0;14;1;9;17;5;2.6;0.0;2.0;0.6;0.0;2.6
18;3;17; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;3;4;3;2;1;3;4;3;2;0;0;0;0;0;1;3;4;1;1;0;0;0;2;1;0;0;0;0;0;11;14;8;4;1;2.6;0.0;2.0;0.6;0.0;2.6
18;3;18; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;3;2;6;3;3;3;2;6;3;0;0;0;0;0;3;1;2;5;1;0;2;0;0;2;0;0;0;1;0;3;6;11;9;1;3.4;0.0;2.4;0.8;0.2;3.4
19;1;1; densening;6; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;2;1;1;1;0;2;1;1;1;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;2;3;4;5;1;1.0;0.0;1.0;0.0;0.0;1.0
19;1;2; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;2;1;2;0;0;2;1;2;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;7;2;8;1;5;1.0;0.0;1.0;0.0;0.0;1.0
19;1;3; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;1;3;1;1;2;1;2;1;1;0;0;1;0;2;1;1;3;1;0;0;0;0;0;0;1;0;0;0;14;5;17;9;1;1.4;0.4;1.6;0.0;0.2;1.7999999999999998
19;1;4; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;0;2;1;1;1;0;2;1;1;1;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;9;3;1;11;6;1.0;0.0;1.0;0.0;0.0;1.0
19;1;5; densening;15; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;5;5;1;0;1;5;5;1;0;0;0;0;0;0;1;5;2;1;0;0;0;2;0;0;0;0;1;0;4;14;8;1;11;2.4;0.0;1.8;0.4;0.2;2.4
19;1;6; densening;6; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;3;1;1;1;0;3;1;1;1;0;0;0;0;0;0;1;1;1;1;0;2;0;0;0;0;0;0;0;0;4;1;2;5;3;1.2;0.0;0.8;0.4;0.0;1.2
19;1;7; densening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;1;4;2;0;1;1;4;2;0;0;0;0;0;0;1;1;1;2;0;0;0;3;0;0;0;0;0;0;1;11;20;5;16;1.6;0.0;1.0;0.6;0.0;1.6
19;1;8; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;1;2;5;1;3;1;2;5;0;0;0;0;0;1;3;1;2;5;0;0;0;0;0;0;0;0;0;0;1;5;9;14;17;2.4;0.0;2.4;0.0;0.0;2.4
19;1;9; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;2;1;2;1;1;2;1;2;0;0;0;0;0;1;1;1;1;2;0;0;1;0;0;0;0;0;0;0;8;11;1;14;4;1.4;0.0;1.2;0.2;0.0;1.4
19;1;10; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;1;0;1;2;2;1;0;1;0;0;0;0;0;2;1;1;0;1;0;1;0;0;0;0;0;0;0;0;7;1;8;2;5;1.2;0.0;1.0;0.2;0.0;1.2
19;1;11; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;0;3;1;3;1;0;3;1;3;0;0;0;0;0;1;0;1;1;3;0;0;0;0;0;0;0;2;0;0;3;5;1;4;2;1.6;0.0;1.2;0.0;0.4;1.6
19;1;12; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;2;2;1;1;2;2;2;1;0;0;0;0;0;1;2;1;2;1;0;0;1;0;0;0;0;0;0;0;6;9;1;3;11;1.6;0.0;1.4;0.2;0.0;1.6
19;1;13; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;8;1;2;8;1;8;1;2;8;0;0;0;0;0;1;8;1;2;2;0;0;0;0;5;0;0;0;0;1;17;9;5;14;1;4.0;0.0;2.8;1.0;0.2;4.0
19;1;14; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;4;1;3;1;2;4;1;3;0;0;0;0;0;1;2;4;1;1;0;0;0;0;2;0;0;0;0;0;5;2;8;7;1;2.2;0.0;1.8;0.4;0.0;2.2
19;1;15; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;5;1;1;2;1;5;1;1;2;0;0;0;0;0;1;1;1;1;2;0;0;0;0;0;0;4;0;0;0;9;3;1;11;6;2.0;0.0;1.2;0.0;0.8;2.0
19;1;16; densening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;2;2;2;4;0;2;2;2;4;0;0;0;0;0;0;2;2;2;1;0;0;0;0;2;0;0;0;0;1;1;20;11;16;5;2.0;0.0;1.4;0.4;0.2;2.0
19;1;17; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;16;11;20;5;1;1.0;0.0;1.0;0.0;0.0;1.0
19;1;18; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;3;4;1;1;1;3;4;1;0;0;0;0;0;1;1;3;4;1;0;0;0;0;0;0;0;0;0;0;1;4;8;14;11;2.0;0.0;2.0;0.0;0.0;2.0
19;2;1; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;4;3;0;2;0;4;3;0;2;0;0;0;0;0;0;1;3;0;1;0;3;0;0;1;0;0;0;0;0;8;2;5;7;1;1.8;0.0;1.0;0.8;0.0;1.8
19;2;2; direct;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;2;1;1;3;1;2;1;1;3;1;0;0;0;0;0;2;1;1;3;1;0;0;0;0;0;0;0;0;0;0;1;2;7;8;5;1.6;0.0;1.6;0.0;0.0;1.6
19;2;3; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;2;2;0;2;0;2;2;0;2;0;0;0;0;0;0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;14;9;1;17;5;1.2;0.0;0.8;0.4;0.0;1.2
19;2;4; direct;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;1;2;2;2;0;1;2;2;2;0;0;0;0;0;0;1;2;1;2;0;0;0;1;0;0;0;0;0;0;14;9;5;1;17;1.4;0.0;1.2;0.2;0.0;1.4
19;2;5; direct;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;1;1;2;0;1;1;1;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;3;5;4;2;1.0;0.0;0.8;0.0;0.2;1.0
19;2;6; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;2;1;2;2;0;2;1;2;2;0;0;0;0;0;0;1;1;2;1;0;1;0;0;1;0;0;0;0;0;20;1;11;16;5;1.4;0.0;1.0;0.4;0.0;1.4
19;2;7; direct;6; FAILED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;3;1;1;2;0;3;1;1;2;0;0;0;0;0;0;3;1;1;1;0;0;0;0;1;0;0;0;0;0;3;4;5;2;1;1.4;0.0;1.2;0.2;0.0;1.4
19;2;8; direct;12; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;4;1;1;3;2;3;1;1;3;2;1;0;0;0;0;4;1;1;2;1;0;0;0;0;1;0;0;0;1;0;3;9;11;6;1;2.0;0.2;1.8;0.2;0.2;2.2
19;2;9; direct;6; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;1;3;1;2;1;1;3;1;2;0;0;0;0;0;1;1;3;1;1;0;0;0;0;1;0;0;0;0;0;2;3;4;5;1;1.6;0.0;1.4;0.2;0.0;1.6
19;2;10; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;6;2;2;2;2;6;2;2;0;0;0;0;0;2;2;2;2;2;0;0;4;0;0;0;0;0;0;0;1;16;5;20;11;2.8;0.0;2.0;0.8;0.0;2.8
19;2;11; direct;15; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;2;2;1;1;2;2;2;1;1;2;0;0;0;0;0;2;2;1;1;1;0;0;0;0;1;0;0;0;0;0;1;8;14;11;4;1.6;0.0;1.4;0.2;0.0;1.6
19;2;12; direct;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;0;3;1;4;1;0;3;1;4;1;0;0;0;0;0;0;3;1;1;1;0;0;0;1;0;0;0;0;2;0;1;5;8;2;7;1.8;0.0;1.2;0.2;0.4;1.8
19;2;13; direct;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;2;4;4;1;2;2;4;4;1;2;0;0;0;0;0;2;4;1;1;2;0;0;0;0;0;0;0;3;0;0;11;8;1;4;14;2.6;0.0;2.0;0.0;0.6;2.6
19;2;14; direct;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;2;2;2;2;1;0;0;0;0;1;0;0;0;0;0;1;6;11;9;3;2.0;0.0;1.8;0.2;0.0;2.0
19;2;15; direct;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;3;5;2;5;1;3;4;2;5;0;0;1;0;0;1;3;4;2;1;0;0;0;0;2;0;0;1;0;2;3;11;6;9;1;3.0;0.2;2.2;0.4;0.6;3.2
19;2;16; direct;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;3;2;3;2;1;3;2;3;2;0;0;0;0;0;1;1;2;1;2;0;2;0;2;0;0;0;0;0;0;11;5;16;1;20;2.2;0.0;1.4;0.8;0.0;2.2
19;2;17; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;5;1;3;3;1;5;1;3;3;0;0;0;0;0;1;1;1;1;3;0;4;0;2;0;0;0;0;0;0;14;5;17;1;9;2.6;0.0;1.4;1.2;0.0;2.6
19;2;18; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;10;10;1;2;2;10;10;1;2;0;0;0;0;0;2;10;10;1;2;0;0;0;0;0;0;0;0;0;0;1;4;11;14;8;5.0;0.0;5.0;0.0;0.0;5.0
19;3;1; widening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;1;2;2;0;1;1;2;2;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;7;5;8;1;2;1.2;0.0;0.8;0.4;0.0;1.2
19;3;2; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;2;4;1;1;3;2;4;1;0;0;0;0;0;1;3;1;1;1;0;0;1;3;0;0;0;0;0;0;3;9;6;1;11;2.2;0.0;1.4;0.8;0.0;2.2
19;3;3; widening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;2;1;4;3;3;2;1;4;3;0;0;0;0;0;3;2;1;4;1;0;0;0;0;2;0;0;0;0;0;1;9;17;14;5;2.6;0.0;2.2;0.4;0.0;2.6
19;3;4; widening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;3;2;2;1;1;3;2;2;1;1;0;0;0;0;0;3;2;1;1;1;0;0;1;0;0;0;0;0;0;0;1;8;4;14;11;1.8;0.0;1.6;0.2;0.0;1.8
19;3;5; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;2;1;3;1;0;2;1;3;1;0;0;0;0;0;0;1;1;1;1;0;1;0;2;0;0;0;0;0;0;4;2;5;1;3;1.4;0.0;0.8;0.6;0.0;1.4
19;3;6; widening;9; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;1;2;3;3;2;1;2;3;3;0;0;0;0;0;2;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;7;8;2;5;2.2;0.0;1.8;0.4;0.0;2.2
19;3;7; widening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; FAILED;1;3;3;1;1;1;3;3;1;1;0;0;0;0;0;1;3;1;1;1;0;0;2;0;0;0;0;0;0;0;11;16;5;20;1;1.8;0.0;1.4;0.4;0.0;1.8
19;3;8; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;6;3;2;2;0;6;3;2;2;0;0;0;0;0;0;1;3;1;1;0;0;0;1;1;0;5;0;0;0;5;3;4;1;2;2.6;0.0;1.2;0.4;1.0;2.6
19;3;9; widening;6; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;2;1;1;3;1;2;1;1;3;0;0;0;0;0;1;2;1;1;3;0;0;0;0;0;0;0;0;0;0;2;3;5;1;4;1.6;0.0;1.6;0.0;0.0;1.6
19;3;10; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;3;2;2;1;1;3;2;2;1;1;0;0;0;0;0;3;2;1;1;1;0;0;0;0;0;0;0;1;0;0;3;11;6;9;1;1.8;0.0;1.6;0.0;0.2;1.8
19;3;11; widening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;2;3;2;2;3;2;3;2;2;3;0;0;0;0;0;2;3;1;1;1;0;0;1;1;2;0;0;0;0;0;9;11;6;3;1;2.4;0.0;1.6;0.8;0.0;2.4
19;3;12; widening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;2;1;1;3;0;2;1;1;3;0;0;0;0;0;0;1;1;1;1;0;1;0;0;2;0;0;0;0;0;14;8;1;11;4;1.4;0.0;0.8;0.6;0.0;1.4
19;3;13; widening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;2;1;1;2;2;2;1;1;0;0;0;0;0;2;1;2;1;1;0;1;0;0;0;0;0;0;0;0;5;1;9;14;17;1.6;0.0;1.4;0.2;0.0;1.6
19;3;14; widening;15; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;7;2;2;2;1;7;2;2;2;0;0;0;0;0;1;1;2;2;1;0;6;0;0;1;0;0;0;0;0;4;1;14;11;8;2.8;0.0;1.4;1.4;0.0;2.8
19;3;15; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;1;3;2;4;1;1;3;2;4;0;0;0;0;0;1;1;1;1;4;0;0;2;1;0;0;0;0;0;0;16;1;11;5;20;2.2;0.0;1.6;0.6;0.0;2.2
19;3;16; widening;21; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;0;1;4;3;4;0;1;4;3;4;0;0;0;0;0;0;1;1;3;1;0;0;3;0;3;0;0;0;0;0;20;1;11;16;5;2.4;0.0;1.2;1.2;0.0;2.4
19;3;17; widening;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;3;2;3;3;1;3;2;3;3;0;0;0;0;0;1;1;1;3;1;0;2;0;0;0;0;0;1;0;2;17;1;9;14;5;2.4;0.0;1.4;0.4;0.6;2.4
19;3;18; widening;9; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;1;2;1;2;0;1;2;1;2;0;0;0;0;0;0;1;2;1;1;0;0;0;0;1;0;0;0;0;0;1;5;8;7;2;1.2;0.0;1.0;0.2;0.0;1.2
20;1;1; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;4;1;1;2;1;4;1;1;2;0;0;0;0;0;1;1;1;1;1;0;3;0;0;1;0;0;0;0;0;3;1;5;4;2;1.8;0.0;1.0;0.8;0.0;1.8
