;;;;;Result;Result;Result;Result;Result;Result_Numeric;Result_Numeric;Result_Numeric;Result_Numeric;Result_Numeric
Trial;;;;;0;1;2;3;4;0;1;2;3;4
Proband;Block;Task;MappingMethod;NumLayers;;;;;;;;;;
19;1;16; densening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
19;1;17; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
19;1;18; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;2;1; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;2;2; direct;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
19;2;3; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;2;4; direct;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
19;2;5; direct;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
19;2;6; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;2;7; direct;6; FAILED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
19;2;8; direct;12; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
19;2;9; direct;6; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;0;1;0;1
19;2;10; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;2;11; direct;15; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
19;2;12; direct;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
19;2;13; direct;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
19;2;14; direct;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
19;2;15; direct;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
19;2;16; direct;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
19;2;17; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
19;2;18; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;3;1; widening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
19;3;2; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;3;3; widening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
19;3;4; widening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
19;3;5; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
19;3;6; widening;9; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
19;3;7; widening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; FAILED;1;1;1;0;0
19;3;8; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;3;9; widening;6; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
19;3;10; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
19;3;11; widening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
19;3;12; widening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
19;3;13; widening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
19;3;14; widening;15; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
19;3;15; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
19;3;16; widening;21; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;0;0;1;1;0
19;3;17; widening;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
19;3;18; widening;9; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;0;1;0;1
20;1;1; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
20;1;2; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
20;1;3; widening;18; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;1;0;0;1;0
20;1;4; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
20;1;5; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
20;1;6; widening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
20;1;7; widening;18; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;1;0;1;0;0
20;1;8; widening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
20;1;9; widening;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
20;1;10; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;1;11; widening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
20;1;12; widening;12; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;0;0;1;1;0
20;1;13; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
20;1;14; widening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
20;1;15; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
20;1;16; widening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
20;1;17; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
20;1;18; widening;15; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
20;2;1; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;2; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;3; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;4; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;5; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;6; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;7; direct;15; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
20;2;8; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;9; direct;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
20;2;10; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;11; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;12; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;13; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;14; direct;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
20;2;15; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;2;16; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
20;2;17; direct;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
20;2;18; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;3;1; densening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
20;3;2; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;3;3; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;3;4; densening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
20;3;5; densening;15; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;1;0;1;0;0
20;3;6; densening;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
20;3;7; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;3;8; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;3;9; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
20;3;10; densening;21; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;1;0;0;1;0
20;3;11; densening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
20;3;12; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
20;3;13; densening;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
20;3;14; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;3;15; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
20;3;16; densening;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
20;3;17; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
20;3;18; densening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
22;1;1; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;1;2; densening;18; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
22;1;3; densening;9; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
22;1;4; densening;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
22;1;5; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;1;6; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;1;7; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;1;8; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;1;9; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;1;10; densening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
22;1;11; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
22;1;12; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;1;13; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;1;14; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;1;15; densening;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
22;1;16; densening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
22;1;17; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
22;1;18; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
22;2;1; widening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
22;2;2; widening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
22;2;3; widening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
22;2;4; widening;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
22;2;5; widening;12; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
22;2;6; widening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
22;2;7; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
22;2;8; widening;18; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
22;2;9; widening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
22;2;10; widening;6; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
22;2;11; widening;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
22;2;12; widening;6; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
22;2;13; widening;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
22;2;14; widening;15; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;0;1;0;1
22;2;15; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
22;2;16; widening;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
22;2;17; widening;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
22;2;18; widening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
22;3;1; direct;21; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
22;3;2; direct;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
22;3;3; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;3;4; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
22;3;5; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;3;6; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;3;7; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;3;8; direct;18; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
22;3;9; direct;15; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
22;3;10; direct;21; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
22;3;11; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;3;12; direct;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
22;3;13; direct;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
22;3;14; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;3;15; direct;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
22;3;16; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
22;3;17; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
22;3;18; direct;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
23;1;1; direct;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
23;1;2; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;1;3; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;1;4; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;1;5; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;1;6; direct;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
23;1;7; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;1;8; direct;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
23;1;9; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;1;10; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;1;11; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
23;1;12; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;1;13; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;1;14; direct;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
23;1;15; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;1;16; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
23;1;17; direct;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
23;1;18; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;2;1; widening;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
23;2;2; widening;12; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
23;2;3; widening;18; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
23;2;4; widening;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
23;2;5; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;2;6; widening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
23;2;7; widening;12; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
23;2;8; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;2;9; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
23;2;10; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;2;11; widening;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
23;2;12; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;2;13; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
23;2;14; widening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
23;2;15; widening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
23;2;16; widening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
23;2;17; widening;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
23;2;18; widening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
23;3;1; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;3;2; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;3;3; densening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
23;3;4; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;3;5; densening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
23;3;6; densening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
23;3;7; densening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
23;3;8; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
23;3;9; densening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
23;3;10; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;3;11; densening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
23;3;12; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;3;13; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;3;14; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
23;3;15; densening;6; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
23;3;16; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
23;3;17; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
23;3;18; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
24;1;1; densening;9; TERMINATED; COMPLETED; COMPLETED; COMPLETED; FAILED;0;1;1;1;0
24;1;2; densening;18; COMPLETED; COMPLETED; COMPLETED; FAILED; COMPLETED;1;1;1;0;1
24;1;3; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
24;1;4; densening;12; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
24;1;5; densening;18; TERMINATED; FAILED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
24;1;6; densening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
24;1;7; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
24;1;8; densening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
24;1;9; densening;15; TERMINATED; TERMINATED; COMPLETED; COMPLETED; FAILED;0;0;1;1;0
24;1;10; densening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
24;1;11; densening;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
24;1;12; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
24;1;13; densening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
24;1;14; densening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
24;1;15; densening;18; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
24;1;16; densening;6; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
24;1;17; densening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
24;1;18; densening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
24;2;1; direct;12; TERMINATED; TERMINATED; COMPLETED; COMPLETED; FAILED;0;0;1;1;0
24;2;2; direct;18; FAILED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
24;2;3; direct;9; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
24;2;4; direct;6; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
24;2;5; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
24;2;6; direct;21; TERMINATED; TERMINATED; COMPLETED; FAILED; COMPLETED;0;0;1;0;1
24;2;7; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; FAILED;1;1;1;1;0
24;2;8; direct;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
24;2;9; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; FAILED;1;1;1;1;0
24;2;10; direct;15; COMPLETED; FAILED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
24;2;11; direct;15; COMPLETED; FAILED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
24;2;12; direct;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
24;2;13; direct;21; FAILED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
24;2;14; direct;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
24;2;15; direct;12; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
24;2;16; direct;18; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
24;2;17; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
24;2;18; direct;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
24;3;1; widening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; FAILED;0;1;1;1;0
24;3;2; widening;21; COMPLETED; COMPLETED; COMPLETED; FAILED; COMPLETED;1;1;1;0;1
24;3;3; widening;9; FAILED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
24;3;4; widening;15; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
24;3;5; widening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
24;3;6; widening;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
24;3;7; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
24;3;8; widening;18; COMPLETED; FAILED; COMPLETED; FAILED; FAILED;1;0;1;0;0
24;3;9; widening;21; FAILED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;0;1;0;1
24;3;10; widening;9; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;1;0;0;1;0
24;3;11; widening;15; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
