;;;;;Result;Result;Result;Result;Result;Result_Numeric;Result_Numeric;Result_Numeric;Result_Numeric;Result_Numeric
Trial;;;;;0;1;2;3;4;0;1;2;3;4
Proband;Block;Task;MappingMethod;NumLayers;;;;;;;;;;
10;1;5; densening;12; FAILED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;0;0;0;0;0
10;1;6; densening;18; FAILED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;0;0;0;1;0
10;1;7; densening;6; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
10;1;8; densening;9; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
10;1;9; densening;15; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
10;1;10; densening;12; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
10;1;11; densening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
10;1;12; densening;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
10;1;13; densening;21; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
10;1;14; densening;9; COMPLETED; TERMINATED; FAILED; COMPLETED; TERMINATED;1;0;0;1;0
10;1;15; densening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
10;1;16; densening;6; TERMINATED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;0;0;0;0;0
10;1;17; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
10;1;18; densening;21; FAILED; FAILED; FAILED; FAILED; COMPLETED;0;0;0;0;1
10;2;1; direct;9; COMPLETED; COMPLETED; FAILED; TERMINATED; TERMINATED;1;1;0;0;0
10;2;2; direct;12; TERMINATED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;1;0;0;0
10;2;3; direct;6; TERMINATED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;0;0;0;1;0
10;2;4; direct;18; FAILED; FAILED; TERMINATED; TERMINATED; TERMINATED;0;0;0;0;0
10;2;5; direct;21; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;1;0;0;0;1
10;2;6; direct;21; TERMINATED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;0;1;0;0;1
10;2;7; direct;21; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;0;0;0;1
10;2;8; direct;9; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
10;2;9; direct;18; FAILED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
10;2;10; direct;15; TERMINATED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;0;0;0;0;0
10;2;11; direct;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
10;2;12; direct;18; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
10;2;13; direct;15; TERMINATED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;0;0;0;1;0
10;2;14; direct;9; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;1;0;0;0;1
10;2;15; direct;12; TERMINATED; TERMINATED; TERMINATED; COMPLETED; FAILED;0;0;0;1;0
10;2;16; direct;15; FAILED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;0;0;1;0;0
10;2;17; direct;6; TERMINATED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;1;0;0;0
10;2;18; direct;12; TERMINATED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;1;0;0;0
10;3;1; widening;21; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
10;3;2; widening;12; TERMINATED; TERMINATED; FAILED; TERMINATED; COMPLETED;0;0;0;0;1
10;3;3; widening;9; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;0;0;0;1
10;3;4; widening;6; FAILED; COMPLETED; FAILED; TERMINATED; FAILED;0;1;0;0;0
10;3;5; widening;9; TERMINATED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;0;1;0;0;1
10;3;6; widening;18; FAILED; FAILED; COMPLETED; TERMINATED; TERMINATED;0;0;1;0;0
10;3;7; widening;15; TERMINATED; TERMINATED; TERMINATED; COMPLETED; FAILED;0;0;0;1;0
10;3;8; widening;18; TERMINATED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;0;1;0;0;1
10;3;9; widening;15; TERMINATED; COMPLETED; TERMINATED; FAILED; COMPLETED;0;1;0;0;1
10;3;10; widening;12; TERMINATED; COMPLETED; TERMINATED; TERMINATED; FAILED;0;1;0;0;0
10;3;11; widening;18; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;0;1;0;1
10;3;12; widening;9; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;0;0;0;1
10;3;13; widening;12; COMPLETED; COMPLETED; FAILED; FAILED; TERMINATED;1;1;0;0;0
10;3;14; widening;15; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
10;3;15; widening;21; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;1;0;0;0;1
10;3;16; widening;6; TERMINATED; TERMINATED; TERMINATED; FAILED; TERMINATED;0;0;0;0;0
10;3;17; widening;6; TERMINATED; COMPLETED; COMPLETED; TERMINATED; FAILED;0;1;1;0;0
10;3;18; widening;21; FAILED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;0;1;0;1
11;1;1; widening;21; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;1;0;0;1;0
11;1;2; widening;18; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;1;0;1;0;0
11;1;3; widening;6; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
11;1;4; widening;9; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
11;1;5; widening;21; TERMINATED; COMPLETED; TERMINATED; COMPLETED; FAILED;0;1;0;1;0
11;1;6; widening;21; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;1;0;0;1;0
11;1;7; widening;12; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;1;0;0;1;0
11;1;8; widening;15; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;0;0;0;1
11;1;9; widening;6; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;1;0;0;1;0
11;1;10; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
11;1;11; widening;9; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;1;1;0;0;0
11;1;12; widening;12; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
11;1;13; widening;9; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
11;1;14; widening;12; TERMINATED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;1;0;0;0
11;1;15; widening;15; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
11;1;16; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
11;1;17; widening;15; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
11;1;18; widening;6; TERMINATED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;0;1;0;1;0
11;2;1; densening;18; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
11;2;2; densening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;1;1;0;0;0
11;2;3; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
11;2;4; densening;18; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
11;2;5; densening;6; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;0;0;0;1
11;2;6; densening;12; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;0;0;0;1
11;2;7; densening;6; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
11;2;8; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
11;2;9; densening;15; TERMINATED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;1;0;0;0
11;2;10; densening;21; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;0;0;0;1
11;2;11; densening;9; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;0;0;1;1;0
11;2;12; densening;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
11;2;13; densening;9; TERMINATED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;1;0;0;0
11;2;14; densening;12; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
11;2;15; densening;6; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
11;2;16; densening;9; TERMINATED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;0;0;0;1;0
11;2;17; densening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
11;2;18; densening;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;1;0;1;0;0
11;3;1; direct;6; TERMINATED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;0;0;0;1;0
11;3;2; direct;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
11;3;3; direct;12; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;1;0;1;0;0
11;3;4; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
11;3;5; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
11;3;6; direct;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
11;3;7; direct;6; TERMINATED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;0;1;0;1;0
11;3;8; direct;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
11;3;9; direct;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
11;3;10; direct;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
11;3;11; direct;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
11;3;12; direct;21; TERMINATED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;1;0;0;0
11;3;13; direct;9; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
11;3;14; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
11;3;15; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
11;3;16; direct;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
11;3;17; direct;6; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;1;0;0;0;1
11;3;18; direct;9; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
12;1;1; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
12;1;2; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;1;3; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;1;4; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;1;5; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;1;6; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
12;1;7; direct;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
12;1;8; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
12;1;9; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;1;10; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;1;11; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;1;12; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
12;1;13; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;1;14; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
12;1;15; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;1;16; direct;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
12;1;17; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;1;18; direct;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
12;2;1; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
12;2;2; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;2;3; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;2;4; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;2;5; densening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
12;2;6; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;2;7; densening;6; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
12;2;8; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;2;9; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;2;10; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;2;11; densening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
12;2;12; densening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
12;2;13; densening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
12;2;14; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;2;15; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
12;2;16; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;2;17; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;2;18; densening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
12;3;1; widening;9; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
12;3;2; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
12;3;3; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
12;3;4; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;3;5; widening;12; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
12;3;6; widening;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;1;0;1;0;0
12;3;7; widening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
12;3;8; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
12;3;9; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
12;3;10; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
12;3;11; widening;15; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
12;3;12; widening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
12;3;13; widening;15; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
12;3;14; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
12;3;15; widening;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
12;3;16; widening;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
12;3;17; widening;9; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
12;3;18; widening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
13;1;1; widening;21; COMPLETED; COMPLETED; FAILED; COMPLETED; COMPLETED;1;1;0;1;1
13;1;2; widening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
13;1;3; widening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
13;1;4; widening;12; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;1;1;0;0;0
13;1;5; widening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
13;1;6; widening;9; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
13;1;7; widening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
13;1;8; widening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
13;1;9; widening;18; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;0;0;1;1;0
13;1;10; widening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
13;1;11; widening;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
13;1;12; widening;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
13;1;13; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
13;1;14; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
13;1;15; widening;18; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;1;0;1;0;0
13;1;16; widening;15; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
13;1;17; widening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
13;1;18; widening;6; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
13;2;1; densening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
13;2;2; densening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
13;2;3; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
13;2;4; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
13;2;5; densening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
13;2;6; densening;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
13;2;7; densening;18; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;0;0;0;1;1
13;2;8; densening;12; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;0;0;0;1;1
13;2;9; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
13;2;10; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
13;2;11; densening;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
13;2;12; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
13;2;13; densening;15; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
13;2;14; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
13;2;15; densening;15; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
13;2;16; densening;6; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
13;2;17; densening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
13;2;18; densening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
13;3;1; direct;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
13;3;2; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
13;3;3; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
13;3;4; direct;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
13;3;5; direct;18; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
13;3;6; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
13;3;7; direct;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; FAILED;0;1;1;0;0
13;3;8; direct;15; COMPLETED; TERMINATED; FAILED; COMPLETED; COMPLETED;1;0;0;1;1
13;3;9; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
13;3;10; direct;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
13;3;11; direct;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
13;3;12; direct;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
13;3;13; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
13;3;14; direct;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
13;3;15; direct;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
13;3;16; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
13;3;17; direct;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
13;3;18; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;1;1; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
14;1;2; densening;9; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
14;1;3; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;1;4; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;1;5; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;1;6; densening;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
14;1;7; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
14;1;8; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
14;1;9; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;1;10; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
14;1;11; densening;9; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
14;1;12; densening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
14;1;13; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
14;1;14; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;1;15; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;1;16; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
14;1;17; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;1;18; densening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
14;2;1; widening;12; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
14;2;2; widening;9; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
14;2;3; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
14;2;4; widening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;2;5; widening;18; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
14;2;6; widening;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
14;2;7; widening;12; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
14;2;8; widening;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
14;2;9; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
14;2;10; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
14;2;11; widening;9; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
14;2;12; widening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
14;2;13; widening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
14;2;14; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;2;15; widening;6; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
14;2;16; widening;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
14;2;17; widening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
14;2;18; widening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
